,Time,Surface,Age,Sex,Vehicle
2220,1,1,18,1,8
2221,2,0,31,1,8
2222,2,0,27,0,0
2223,1,1,48,1,0
2224,1,1,18,0,0
2225,2,0,38,0,0
2226,1,0,81,1,0
2227,1,0,37,0,0
2228,1,0,40,0,0
2229,2,0,42,0,0
2230,2,0,23,0,0
2231,2,0,47,1,0
2232,1,0,25,1,0
2233,2,0,27,0,0
2234,1,0,20,1,3
2235,2,0,36,1,1
2236,2,0,10,0,3
2237,0,0,42,0,0
2238,0,1,30,1,0
2239,1,1,31,1,6
2240,1,0,24,1,0
2241,1,0,26,1,5
2242,1,0,37,1,7
2243,1,0,81,1,0
2244,1,0,62,1,0
2245,1,0,43,1,0
2246,2,0,50,0,0
2247,2,0,21,1,3
2248,1,0,45,1,1
2249,1,0,41,1,3
2250,0,0,62,1,8
2251,2,0,41,1,3
2252,1,0,33,1,0
2253,1,0,16,1,3
2254,1,0,50,1,9
2255,2,0,50,1,0
2256,2,0,46,0,0
2257,1,0,22,0,3
2258,2,0,44,1,0
2259,2,0,68,0,0
2260,2,0,35,0,0
2261,2,0,37,1,0
2262,0,0,23,1,0
2263,2,0,21,0,0
2264,1,0,45,1,0
2265,1,0,31,1,0
2266,2,0,27,1,0
2267,2,0,14,1,3
2268,2,0,17,1,3
2269,1,0,46,1,3
2270,2,0,38,1,11
2271,1,0,41,1,3
2272,2,0,51,1,3
2273,2,0,22,1,3
2274,2,0,20,0,6
2275,2,0,23,1,0
2276,1,0,20,1,6
2277,1,0,49,0,0
2278,2,0,35,1,8
2279,2,0,37,1,3
2280,2,0,19,1,0
2281,2,0,18,1,0
2282,1,0,85,0,0
2283,1,0,18,1,0
2284,1,0,44,1,6
2285,2,0,18,1,0
2286,0,0,19,1,7
2287,2,0,5,1,3
2288,1,0,49,1,0
2289,0,0,38,1,1
2290,1,0,89,1,0
2291,2,0,49,1,0
2292,1,0,25,0,0
2293,1,0,23,1,3
2294,2,0,29,1,0
2295,2,0,54,0,0
2296,2,0,24,1,3
2297,1,1,58,1,0
2298,1,1,56,1,0
2299,1,0,37,0,0
2300,2,0,46,1,1
2301,2,0,32,0,0
2302,0,0,19,0,0
2303,1,0,26,1,3
2304,1,0,35,0,0
2305,2,0,35,1,3
2306,2,0,30,1,6
2307,1,0,22,1,0
2308,2,0,45,1,0
2309,0,0,20,1,6
2310,2,0,50,1,0
2311,2,0,71,1,0
2312,0,0,37,0,0
2313,1,0,34,0,0
2314,1,0,15,1,3
2315,1,0,49,0,3
2316,0,1,49,1,0
2317,2,0,47,0,0
2318,1,0,38,1,0
2319,2,1,27,0,0
2320,2,1,18,1,0
2321,2,1,37,0,0
2322,2,1,20,1,0
2323,1,1,27,0,0
2324,2,1,43,1,0
2325,0,1,48,1,0
2326,1,0,31,0,0
2327,2,1,44,1,0
2328,0,0,47,1,0
2329,0,0,45,1,1
2330,1,0,25,1,0
2331,2,0,55,1,0
2332,2,0,46,0,0
2333,0,0,35,0,0
2334,2,0,58,1,0
2335,2,0,16,1,2
2336,2,0,18,1,0
2337,1,0,44,1,0
2338,1,0,59,1,0
2339,1,0,25,0,0
2340,1,0,27,0,0
2341,2,1,34,1,0
2342,2,1,33,0,0
2343,2,0,47,0,0
2344,1,0,30,0,0
2345,2,0,54,1,0
2346,1,0,46,1,1
2347,2,0,17,0,0
2348,2,0,41,0,0
2349,0,0,21,1,0
2350,2,0,9,0,3
2351,2,1,55,1,0
2352,1,0,55,1,3
2353,0,0,52,1,0
2354,0,0,34,1,0
2355,2,0,24,1,1
2356,2,0,44,0,0
2357,2,0,38,1,0
2358,1,0,15,1,3
2359,2,0,26,0,0
2360,0,0,50,1,0
2361,2,0,27,1,4
2362,2,0,58,1,0
2363,0,0,38,1,1
2364,1,0,39,0,3
2365,2,0,21,0,0
2366,1,0,51,1,0
2367,1,0,56,1,0
2368,1,1,47,1,0
2369,1,1,33,1,0
2370,2,0,43,1,9
2371,2,0,77,1,0
2372,2,0,20,0,0
2373,0,0,19,1,0
2374,2,1,25,0,0
2375,1,0,52,0,0
2376,2,0,61,1,0
2377,1,1,19,0,0
2378,1,1,45,0,0
2379,2,1,26,1,3
2380,2,1,64,0,0
2381,2,1,53,0,0
2382,1,0,54,0,0
2383,1,0,37,0,0
2384,2,0,22,1,0
2385,2,0,41,1,0
2386,1,1,67,1,0
2387,2,1,27,1,0
2388,1,1,58,1,0
2389,2,1,47,1,8
2390,2,1,26,1,0
2391,2,0,24,0,0
2392,2,0,33,0,0
2393,2,0,37,1,8
2394,1,0,31,0,0
2395,2,0,50,1,0
2396,1,0,29,1,10
2397,2,0,47,1,0
2398,1,0,43,1,8
2399,1,0,81,0,0
2400,1,0,38,1,6
2401,2,0,19,1,0
2402,1,0,38,0,0
2403,1,0,25,1,0
2404,2,1,57,1,0
2405,2,1,38,0,0
2406,2,0,30,1,0
2407,2,0,40,1,1
2408,2,0,18,1,0
2409,2,0,43,0,0
2410,2,0,41,0,0
2411,2,0,40,1,0
2412,2,0,13,1,3
2413,0,0,16,1,3
2414,2,0,27,1,6
2415,1,0,42,1,3
2416,2,0,19,0,0
2417,2,0,24,1,0
2418,2,0,59,1,0
2419,1,0,43,1,3
2420,2,0,31,1,3
2421,0,0,16,1,3
2422,1,0,22,1,0
2423,2,0,35,1,3
2424,2,0,12,1,3
2425,1,0,18,1,0
2426,1,0,61,1,0
2427,2,0,66,0,0
2428,2,0,13,1,3
2429,2,0,18,1,6
2430,1,0,39,1,0
2431,2,0,53,0,0
2432,2,0,21,1,5
2433,2,0,27,1,0
2434,2,0,31,1,0
2435,2,0,41,0,0
2436,1,0,43,1,0
2437,1,0,48,1,3
2438,2,0,51,1,0
2439,2,0,24,1,0
2440,2,0,37,1,0
2441,1,0,31,1,0
2442,2,0,32,0,0
2443,2,0,39,1,0
2444,2,0,23,1,0
2445,1,0,47,0,0
2446,1,0,35,1,0
2447,2,0,93,1,0
2448,1,0,23,1,0
2449,2,0,25,1,3
2450,1,0,29,0,0
2451,2,0,33,0,0
2452,2,0,24,1,3
2453,2,0,22,0,0
2454,2,0,37,1,0
2455,2,0,47,0,0
2456,2,0,63,1,6
2457,1,0,27,0,3
2458,2,0,42,1,0
2459,2,0,39,1,0
2460,2,0,54,0,0
2461,2,0,30,1,0
2462,2,0,22,1,3
2463,1,0,17,1,6
2464,2,0,26,0,0
2465,2,0,26,0,3
2466,2,0,24,1,3
2467,0,0,22,1,0
2468,0,0,60,0,0
2469,2,0,42,1,8
2470,2,0,37,0,0
2471,2,0,28,0,0
2472,1,0,53,1,0
2473,1,0,61,0,0
2474,2,1,38,1,0
2475,1,0,37,0,0
2476,2,0,28,1,8
2477,2,0,62,0,0
2478,2,0,30,1,0
2479,1,0,32,1,3
2480,1,0,28,0,0
2481,1,0,41,0,0
2482,1,0,80,0,0
2483,1,0,40,1,0
2484,2,0,29,0,0
2485,1,0,21,1,2
2486,2,0,19,1,0
2487,2,0,24,1,0
2488,2,0,33,1,0
2489,2,0,45,1,0
2490,0,1,21,1,0
2491,2,0,46,0,0
2492,0,0,21,0,0
2493,2,0,9,1,3
2494,2,0,58,1,0
2495,0,0,25,1,0
2496,0,0,63,1,0
2497,2,0,25,1,0
2498,2,0,22,0,3
2499,2,0,21,1,0
2500,2,0,18,1,6
2501,2,0,43,1,0
2502,2,0,48,1,8
2503,1,0,41,1,3
2504,1,0,22,0,0
2505,0,0,25,0,0
2506,2,0,20,1,0
2507,2,0,17,1,6
2508,1,0,50,0,0
2509,1,0,43,1,0
2510,2,0,60,1,0
2511,1,0,48,1,0
2512,1,0,27,0,0
2513,0,0,25,1,3
2514,2,0,23,1,0
2515,2,0,26,1,1
2516,2,0,17,1,0
2517,1,0,27,1,8
2518,0,0,23,1,0
2519,0,0,43,1,0
2520,1,0,22,0,0
2521,2,0,30,0,0
2522,2,0,61,1,3
2523,0,0,40,1,0
2524,1,0,50,1,0
2525,2,0,34,1,0
2526,2,0,12,1,3
2527,0,0,23,1,0
2528,1,1,46,1,9
2529,2,0,53,1,1
2530,2,0,33,0,0
2531,1,1,36,1,0
2532,2,1,15,1,3
2533,2,1,51,1,3
2534,2,0,31,1,3
2535,2,0,33,1,0
2536,1,0,29,0,0
2537,2,0,53,0,0
2538,1,0,29,0,0
2539,1,1,59,0,0
2540,2,0,17,1,3
2541,2,0,29,1,8
2542,1,0,40,1,3
2543,0,1,31,0,0
2544,1,1,48,1,0
2545,1,1,47,0,0
2546,2,0,36,1,0
2547,0,0,26,0,13
2548,1,0,32,0,0
2549,2,0,22,1,4
2550,1,0,34,0,0
2551,0,0,27,1,0
2552,1,0,47,1,7
2553,1,0,46,1,3
2554,0,1,49,0,0
2555,2,6,20,0,0
2556,2,1,25,0,0
2557,1,0,38,0,0
2558,2,0,38,1,3
2559,1,0,46,1,0
2560,1,0,24,0,0
2561,1,0,28,0,0
2562,2,0,35,0,0
2563,2,0,12,1,3
2564,2,1,62,1,0
2565,2,1,21,1,0
2566,1,0,52,1,3
2567,0,0,51,1,0
2568,2,0,51,1,0
2569,2,0,17,1,3
2570,2,0,36,0,0
2571,1,0,26,1,3
2572,1,0,27,0,3
2573,2,0,25,0,0
2574,2,0,52,0,0
2575,2,0,37,1,0
2576,2,0,11,1,3
2577,1,0,46,1,8
2578,1,0,48,1,0
2579,2,0,16,1,3
2580,0,0,17,1,6
2581,1,0,5,1,3
2582,0,0,34,1,0
2583,1,0,46,1,13
2584,1,0,47,0,0
2585,2,0,27,1,0
2586,1,0,19,1,3
2587,2,0,41,1,8
2588,2,0,18,1,0
2589,1,0,19,0,0
2590,2,0,18,1,0
2591,1,0,19,0,0
2592,0,1,80,1,0
2593,2,0,8,1,3
2594,2,0,27,1,0
2595,0,0,49,1,0
2596,2,0,50,1,8
2597,2,0,8,0,3
2598,1,0,38,1,3
2599,2,0,42,0,0
2600,1,0,67,0,0
2601,1,1,55,1,0
2602,2,1,22,0,0
2603,2,1,35,0,0
2604,0,1,51,1,8
2605,1,0,21,1,0
2606,2,1,32,1,13
2607,0,0,48,1,1
2608,0,0,28,1,0
2609,2,1,28,0,0
2610,2,0,47,1,3
2611,2,0,31,1,0
2612,2,0,37,0,0
2613,2,0,23,0,0
2614,1,0,39,1,0
2615,0,0,49,1,0
2616,0,0,45,1,8
2617,2,0,18,1,0
2618,2,0,53,1,8
2619,1,0,45,1,11
2620,1,1,30,0,0
2621,0,0,21,1,0
2622,2,0,36,1,0
2623,2,0,84,1,0
2624,2,1,38,1,1
2625,2,0,20,1,0
2626,2,0,39,0,0
2627,2,0,51,0,0
2628,2,0,19,1,0
2629,2,0,53,1,0
2630,0,0,31,1,0
2631,2,1,21,1,0
2632,2,1,17,0,0
2633,2,1,30,0,0
2634,2,0,25,0,0
2635,2,1,19,1,8
2636,1,0,38,1,0
2637,1,0,34,1,0
2638,1,0,18,1,0
2639,1,0,26,1,4
2640,1,0,67,0,0
2641,2,0,32,1,3
2642,2,0,17,1,0
2643,1,0,53,1,3
2644,2,0,36,1,0
2645,2,0,64,1,0
2646,2,0,33,0,0
2647,2,0,51,0,0
2648,2,0,23,1,6
2649,2,0,19,1,0
2650,2,0,54,0,0
2651,1,0,20,0,0
2652,1,0,25,1,0
2653,2,0,51,1,6
2654,2,0,38,1,3
2655,1,0,37,0,0
2656,1,0,43,1,0
2657,1,0,50,1,0
2658,2,0,28,1,0
2659,1,0,36,1,8
2660,2,1,24,1,0
2661,2,1,17,1,6
2662,2,0,40,0,6
2663,1,0,39,1,8
2664,2,0,38,1,5
2665,0,0,31,1,1
2666,1,0,58,1,8
2667,1,0,28,0,0
2668,2,0,25,1,3
2669,2,0,33,0,0
2670,1,0,56,1,5
2671,2,0,36,1,0
2672,2,0,23,1,3
2673,2,0,21,1,7
2674,1,0,51,1,0
2675,2,1,15,1,0
2676,2,1,37,1,0
2677,2,1,13,0,3
2678,2,0,23,1,0
2679,2,0,42,0,0
2680,2,1,19,1,6
2681,2,1,34,1,0
2682,0,1,37,0,0
2683,2,0,50,0,0
2684,1,0,75,1,0
2685,2,0,31,1,13
2686,1,0,44,1,5
2687,2,0,60,1,0
2688,1,0,33,1,3
2689,0,0,18,0,0
2690,1,0,46,1,3
2691,2,1,25,1,0
2692,1,1,22,1,0
2693,2,0,86,1,0
2694,2,0,40,1,0
2695,2,0,24,1,0
2696,1,0,41,1,0
2697,2,0,20,1,0
2698,1,0,33,1,0
2699,1,0,42,0,0
2700,1,0,58,0,0
2701,1,0,38,0,0
2702,1,0,36,1,0
2703,1,0,23,1,3
2704,1,0,42,1,0
2705,2,0,16,1,2
2706,1,0,29,1,8
2707,2,0,22,1,0
2708,2,0,23,0,3
2709,2,0,23,1,0
2710,1,0,20,0,0
2711,2,0,30,1,0
2712,0,0,39,0,0
2713,2,0,24,0,0
2714,2,0,11,1,3
2715,2,0,26,0,0
2716,2,0,41,0,0
2717,2,0,21,1,6
2718,1,0,61,0,0
2719,1,0,30,1,3
2720,2,0,25,1,6
2721,2,0,47,1,8
2722,2,0,32,0,0
2723,1,0,45,1,0
2724,1,0,61,1,0
2725,2,0,30,1,0
2726,2,0,23,0,0
2727,1,0,38,0,0
2728,1,0,84,0,0
2729,1,0,45,1,0
2730,1,0,51,1,7
2731,1,0,58,0,0
2732,2,0,38,1,6
2733,1,0,41,1,6
2734,1,0,18,0,0
2735,1,0,28,1,1
2736,1,0,36,0,0
2737,2,0,33,1,0
2738,2,0,56,0,0
2739,2,0,50,1,3
2740,2,0,31,1,7
2741,0,0,32,0,0
2742,2,0,21,1,0
2743,2,0,50,1,0
2744,2,0,43,0,0
2745,2,0,21,1,0
2746,2,1,16,1,3
2747,0,0,22,1,0
2748,0,0,36,1,0
2749,1,0,36,1,3
2750,1,0,41,1,7
2751,2,0,37,0,0
2752,2,0,43,1,0
2753,1,1,18,1,0
2754,2,1,45,1,3
2755,2,1,22,1,6
2756,2,1,77,1,0
2757,2,1,47,1,11
2758,2,1,23,1,7
2759,2,1,44,0,0
2760,2,1,30,1,0
2761,2,0,38,1,3
2762,2,0,34,0,8
2763,1,0,29,0,0
2764,1,0,16,0,3
2765,2,0,43,1,3
2766,2,0,47,1,0
2767,2,0,19,0,0
2768,2,0,47,0,0
2769,0,0,19,1,0
2770,0,0,45,1,0
2771,2,0,27,1,3
2772,0,1,39,1,0
2773,2,0,43,1,0
2774,2,0,33,1,8
2775,2,0,53,1,0
2776,2,0,7,1,3
2777,0,0,32,1,0
2778,2,0,47,1,8
2779,2,1,49,0,0
2780,2,1,55,0,0
2781,2,1,37,0,0
2782,2,1,63,1,0
2783,2,0,45,0,0
2784,2,0,51,0,0
2785,1,0,27,1,0
2786,2,1,23,1,0
2787,2,1,20,1,0
2788,1,1,21,0,0
2789,2,0,37,1,7
2790,2,0,48,1,0
2791,2,0,37,1,0
2792,2,0,47,0,0
2793,2,0,24,0,0
2794,1,1,26,0,0
2795,1,1,27,1,0
2796,1,1,39,0,0
2797,1,0,22,0,0
2798,2,0,12,1,3
2799,1,0,26,0,0
2800,2,0,34,1,7
2801,1,0,44,1,0
2802,1,0,30,1,0
2803,1,1,32,0,0
2804,1,1,51,0,0
2805,1,0,42,1,3
2806,2,0,44,1,0
2807,2,0,46,1,8
2808,2,0,80,0,0
2809,2,0,52,1,0
2810,0,0,49,1,0
2811,2,0,27,0,0
2812,1,0,32,0,0
2813,0,0,28,1,0
2814,1,0,30,0,0
2815,1,0,49,1,5
2816,0,0,25,0,0
2817,0,0,22,1,0
2818,2,1,74,1,0
2819,2,1,20,0,0
2820,2,0,53,0,0
2821,1,1,49,0,0
2822,1,1,30,1,0
2823,0,1,21,1,0
2824,0,1,37,1,1
2825,2,0,15,0,3
2826,1,0,89,0,0
2827,1,0,53,1,5
2828,1,0,40,0,0
2829,1,0,45,1,0
2830,1,0,38,0,0
2831,2,0,42,0,0
2832,1,0,31,1,0
2833,1,0,34,1,3
2834,2,0,44,1,6
2835,2,0,45,1,0
2836,2,0,28,1,3
2837,2,0,38,1,8
2838,2,0,37,1,6
2839,2,0,25,0,3
2840,2,1,19,1,5
2841,0,0,19,1,0
2842,0,0,26,1,0
2843,1,1,42,1,8
2844,1,1,31,0,0
2845,2,0,21,1,6
2846,1,1,11,1,3
2847,2,0,18,1,6
2848,1,0,52,1,0
2849,1,0,19,1,0
2850,1,0,43,1,4
2851,2,0,53,1,0
2852,2,0,51,1,0
2853,2,0,44,1,8
2854,2,0,15,1,3
2855,1,0,44,1,3
2856,0,0,38,1,0
2857,0,0,31,1,0
2858,2,1,52,1,3
2859,2,1,25,1,8
2860,1,0,30,1,3
2861,0,1,42,0,0
2862,1,0,59,1,3
2863,1,1,42,0,0
2864,1,1,49,1,1
2865,2,0,26,1,0
2866,1,1,25,0,0
2867,1,1,17,1,6
2868,1,1,44,1,9
2869,2,0,22,1,0
2870,2,1,28,1,0
2871,2,1,14,1,3
2872,1,1,51,1,1
2873,1,1,38,1,3
2874,1,0,36,0,0
2875,2,1,74,1,0
2876,2,1,58,1,0
2877,1,1,33,1,2
2878,1,1,33,0,0
2879,1,1,81,0,0
2880,2,1,30,0,0
2881,2,1,22,0,0
2882,2,0,21,1,3
2883,2,0,11,1,3
2884,1,0,44,1,9
2885,2,0,86,1,0
2886,1,0,24,1,0
2887,1,1,33,1,0
2888,1,1,34,0,0
2889,1,1,42,1,0
2890,0,1,26,1,5
2891,2,0,22,1,0
2892,2,0,30,1,3
2893,2,0,76,1,0
2894,1,1,73,0,0
2895,1,0,61,1,0
2896,2,0,21,1,3
2897,2,0,17,1,3
2898,1,0,16,1,8
2899,2,0,41,0,0
2900,1,1,46,0,0
2901,2,0,25,1,6
2902,1,0,40,1,3
2903,1,0,31,1,0
2904,1,1,19,1,3
2905,1,0,77,1,0
2906,2,0,51,1,3
2907,2,0,60,0,0
2908,2,0,22,1,0
2909,2,0,46,1,3
2910,2,0,26,0,0
2911,1,0,28,1,3
2912,2,0,41,1,3
2913,2,0,30,0,0
2914,1,0,50,1,3
2915,1,0,37,0,8
2916,1,0,31,1,0
2917,1,0,46,0,0
2918,2,0,18,1,3
2919,1,0,47,0,0
2920,1,1,51,1,8
2921,1,1,51,0,0
2922,1,0,29,1,3
2923,1,0,20,0,0
2924,1,0,20,1,0
2925,2,1,48,0,0
2926,1,0,31,1,3
2927,0,0,24,1,0
2928,0,0,29,1,0
2929,1,0,54,1,0
2930,0,1,20,1,7
2931,2,1,24,0,0
2932,2,1,83,1,0
2933,2,1,48,1,8
2934,1,0,77,1,0
2935,1,0,49,1,7
2936,2,1,26,0,3
2937,2,0,58,1,0
2938,1,0,64,1,11
2939,2,0,56,1,3
2940,1,0,43,1,3
2941,1,0,40,1,3
2942,2,0,21,1,0
2943,2,0,71,0,0
2944,2,0,30,0,0
2945,2,0,31,1,0
2946,2,0,54,0,0
2947,1,0,43,1,0
2948,0,1,18,0,0
2949,1,0,27,1,3
2950,1,1,28,1,8
2951,2,0,44,0,0
2952,2,0,43,1,0
2953,1,0,46,0,0
2954,1,1,43,1,0
2955,2,0,84,1,4
2956,1,0,41,0,0
2957,1,0,22,1,0
2958,2,0,46,0,0
2959,2,0,30,1,3
2960,2,0,24,1,3
2961,1,0,25,1,6
2962,0,0,19,1,0
2963,2,0,25,0,0
2964,2,0,39,1,0
2965,1,0,66,1,4
2966,2,0,44,1,0
2967,2,0,30,1,0
2968,2,0,43,0,0
2969,2,0,43,0,0
2970,2,1,79,1,0
2971,1,0,22,1,6
2972,1,0,25,1,6
2973,2,0,13,1,3
2974,2,0,12,1,3
2975,2,0,85,1,0
2976,2,0,28,1,0
2977,0,0,34,1,0
2978,0,0,45,1,0
2979,2,0,21,1,0
2980,2,0,35,0,0
2981,0,0,20,1,0
2982,0,0,22,1,0
2983,1,0,36,0,0
2984,0,0,18,1,6
2985,1,0,40,1,0
2986,1,0,40,1,0
2987,1,0,20,0,0
2988,1,0,44,1,0
2989,2,0,53,0,0
2990,2,0,46,1,9
2991,2,0,43,1,0
2992,2,0,24,1,6
2993,2,0,50,1,3
2994,2,0,57,1,3
2995,1,1,19,1,0
2996,1,1,32,1,3
2997,2,1,34,1,0
2998,1,0,38,0,0
2999,2,0,23,1,3
3000,0,0,19,1,6
3001,2,1,25,1,0
3002,1,0,39,0,0
3003,2,0,44,0,0
3004,1,0,58,1,1
3005,2,0,23,1,0
3006,1,0,48,1,8
3007,1,1,27,1,0
3008,2,1,36,1,0
3009,1,0,36,1,6
3010,1,0,24,1,0
3011,2,0,16,1,5
3012,0,0,25,1,8
3013,1,0,41,1,0
3014,2,0,41,1,0
3015,2,0,19,0,0
3016,2,0,36,1,0
3017,2,0,49,1,0
3018,2,1,18,0,0
3019,1,0,49,1,3
3020,2,1,55,1,3
3021,2,1,45,1,3
3022,0,0,35,1,0
3023,0,1,34,1,1
3024,2,1,46,1,10
3025,2,1,44,1,0
3026,1,0,32,1,0
3027,1,0,49,1,0
3028,1,0,61,1,0
3029,1,0,34,1,0
3030,1,0,24,0,0
3031,1,0,10,1,3
3032,2,0,86,1,4
3033,2,0,37,1,7
3034,1,0,69,1,0
3035,1,1,39,1,0
3036,2,0,35,1,8
3037,2,1,13,1,3
3038,2,1,28,0,0
3039,2,1,15,1,3
3040,1,1,33,0,6
3041,2,0,18,1,0
3042,2,0,31,1,0
3043,1,0,77,0,4
3044,2,1,43,0,0
3045,1,0,30,1,0
3046,2,1,43,1,5
3047,1,0,19,1,3
3048,1,0,51,1,3
3049,2,1,37,1,3
3050,2,0,43,1,0
3051,2,1,21,1,0
3052,2,1,48,0,0
3053,2,1,27,0,0
3054,1,1,83,1,0
3055,2,0,73,0,0
3056,2,0,25,0,0
3057,2,1,21,1,3
3058,1,1,63,1,0
3059,1,0,67,1,0
3060,1,0,24,1,0
3061,2,1,28,0,0
3062,2,1,64,1,0
3063,1,1,42,0,0
3064,0,1,18,1,0
3065,1,1,27,1,0
3066,2,1,57,0,0
3067,2,1,19,1,0
3068,2,1,46,1,3
3069,0,0,32,1,0
3070,1,0,33,0,0
3071,1,0,29,0,0
3072,0,0,29,1,0
3073,0,1,20,0,0
3074,2,1,26,0,4
3075,2,0,59,0,0
3076,2,0,29,0,0
3077,1,0,54,1,0
3078,1,0,34,1,7
3079,2,0,19,0,0
3080,0,0,39,1,0
3081,2,0,28,1,0
3082,2,0,72,1,0
3083,2,0,38,1,0
3084,1,1,20,1,0
3085,2,0,69,0,0
3086,2,0,39,0,0
3087,1,1,27,0,0
3088,1,1,25,0,0
3089,2,0,29,1,0
3090,2,0,30,1,0
3091,2,0,22,0,0
3092,2,1,53,1,7
3093,2,0,64,1,3
3094,1,0,30,1,0
3095,2,0,30,1,0
3096,2,0,15,1,3
3097,2,1,22,0,0
3098,1,1,63,0,0
3099,2,0,32,0,0
3100,2,0,45,0,0
3101,2,1,18,1,0
3102,2,0,67,0,0
3103,2,0,46,0,0
3104,0,5,36,1,0
3105,2,1,19,0,0
3106,2,0,47,1,5
3107,1,0,58,0,2
3108,2,1,20,1,0
3109,2,1,17,1,5
3110,2,1,47,0,0
3111,2,1,59,1,0
3112,2,1,29,1,0
3113,2,1,35,1,0
3114,2,1,66,0,0
3115,1,1,45,0,0
3116,2,1,58,1,0
3117,2,1,25,0,0
3118,1,0,44,1,0
3119,0,1,29,0,0
3120,2,1,19,1,3
3121,2,1,23,0,0
3122,2,1,32,1,0
3123,2,1,26,0,0
3124,2,1,75,1,0
3125,2,1,46,0,0
3126,2,1,54,1,1
3127,2,1,20,1,0
3128,2,1,31,0,0
3129,2,1,41,1,3
3130,1,1,61,1,0
3131,1,0,50,1,8
3132,2,1,38,1,0
3133,2,1,48,0,0
3134,2,0,15,1,3
3135,2,1,40,1,0
3136,2,1,27,1,0
3137,2,1,18,1,6
3138,1,0,51,1,0
3139,1,0,43,1,0
3140,2,1,38,0,0
3141,1,0,47,0,0
3142,0,0,30,1,0
3143,2,0,24,0,0
3144,2,0,21,1,0
3145,2,1,24,0,0
3146,2,0,29,1,8
3147,2,1,29,1,3
3148,1,0,61,1,0
3149,1,0,43,0,0
3150,2,0,27,1,0
3151,2,0,26,1,0
3152,2,0,43,1,0
3153,1,1,46,1,10
3154,1,1,29,0,0
3155,1,0,49,1,0
3156,1,0,41,1,0
3157,1,0,57,0,0
3158,2,0,50,1,0
3159,2,0,18,1,5
3160,1,0,41,1,9
3161,2,0,44,1,0
3162,1,1,26,0,0
3163,2,1,53,1,0
3164,2,1,60,0,0
3165,2,0,53,1,3
3166,1,0,21,0,0
3167,2,1,45,1,3
3168,2,1,46,0,0
3169,2,1,39,0,0
3170,1,0,22,0,0
3171,2,0,30,1,0
3172,2,0,25,1,1
3173,1,0,27,0,3
3174,2,1,19,0,0
3175,2,1,41,1,0
3176,0,3,39,1,0
3177,2,3,24,0,0
3178,1,5,41,0,0
3179,2,3,15,1,3
3180,1,0,27,0,0
3181,1,0,73,1,0
3182,0,3,32,1,0
3183,1,3,28,0,0
3184,1,3,49,0,0
3185,1,0,62,1,0
3186,2,1,23,0,0
3187,1,5,37,0,0
3188,1,3,32,1,0
3189,2,5,57,0,0
3190,2,1,43,0,0
3191,1,1,21,1,0
3192,2,5,38,1,0
3193,2,3,36,0,0
3194,1,0,50,1,0
3195,1,3,36,1,0
3196,1,1,71,1,0
3197,2,0,45,1,0
3198,2,3,19,1,0
3199,2,3,23,1,7
3200,2,3,33,1,0
3201,1,5,30,0,0
3202,0,1,26,0,0
3203,1,5,44,1,6
3204,1,5,26,1,0
3205,1,5,72,1,0
3206,1,5,41,0,0
3207,2,5,39,0,0
3208,2,5,38,0,0
3209,1,5,29,0,0
3210,1,5,38,1,0
3211,1,5,41,0,0
3212,1,5,53,1,7
3213,1,1,28,0,0
3214,2,5,69,0,0
3215,2,1,72,1,0
3216,0,5,30,1,0
3217,1,0,24,0,0
3218,2,1,24,0,0
3219,2,5,20,0,0
3220,0,1,20,1,0
3221,1,3,29,1,0
3222,1,5,32,1,0
3223,2,1,48,0,0
3224,1,5,34,0,0
3225,1,5,48,0,0
3226,0,1,20,0,0
3227,2,1,48,1,7
3228,2,1,52,0,0
3229,0,0,28,1,0
3230,1,0,26,0,0
3231,2,1,61,0,0
3232,1,0,37,1,4
3233,1,1,45,0,0
3234,1,0,61,1,0
3235,1,0,37,0,0
3236,2,1,24,1,0
3237,2,1,36,1,0
3238,1,0,35,0,0
3239,2,1,32,1,0
3240,2,1,19,1,0
3241,2,1,28,1,3
3242,0,1,37,1,3
3243,2,1,24,1,0
3244,2,0,32,1,0
3245,2,1,50,1,3
3246,2,0,33,1,0
3247,2,0,39,1,2
3248,1,0,47,1,0
3249,1,1,31,1,0
3250,2,5,17,0,0
3251,2,0,23,0,0
3252,2,3,41,1,0
3253,2,0,57,0,0
3254,2,0,28,1,0
3255,2,0,25,1,0
3256,1,0,30,0,0
3257,1,0,34,0,0
3258,2,0,58,1,0
3259,2,1,50,1,0
3260,1,3,40,1,1
3261,1,5,64,1,0
3262,2,0,24,1,0
3263,1,5,25,0,0
3264,1,1,65,1,0
3265,1,1,47,1,0
3266,1,0,31,1,3
3267,2,5,28,1,0
3268,1,1,26,1,1
3269,1,1,25,1,0
3270,2,5,32,0,0
3271,2,0,22,1,0
3272,1,5,68,0,0
3273,1,5,38,0,0
3274,2,1,40,1,0
3275,1,5,40,1,0
3276,1,5,35,1,0
3277,1,5,18,1,0
3278,1,5,24,0,0
3279,1,5,61,0,0
3280,2,0,75,1,0
3281,2,0,29,0,0
3282,2,0,30,1,0
3283,2,0,33,1,0
3284,2,0,26,1,0
3285,1,0,42,1,10
3286,2,0,55,1,0
3287,2,1,39,1,0
3288,1,0,26,1,0
3289,1,5,75,1,0
3290,2,0,21,1,0
3291,2,0,30,0,0
3292,1,0,42,0,0
3293,1,1,40,0,0
3294,2,1,58,1,0
