,Time,Surface,Age,Sex,Vehicle
1145,2,1,42,1,0
1146,1,1,49,1,3
1147,1,0,40,1,3
1148,1,1,32,0,0
1149,1,1,23,1,0
1150,1,1,31,0,0
1151,1,1,25,0,0
1152,1,1,33,0,0
1153,2,0,54,1,3
1154,2,0,19,1,0
1155,2,0,15,1,3
1156,0,0,22,0,0
1157,2,0,19,1,0
1158,2,0,39,1,3
1159,2,0,25,1,3
1160,1,0,29,1,7
1161,0,0,32,1,0
1162,0,0,42,0,0
1163,1,0,38,1,10
1164,2,0,62,1,3
1165,1,0,47,1,0
1166,1,0,26,1,0
1167,2,0,25,1,3
1168,1,0,35,1,3
1169,2,0,31,1,5
1170,2,0,44,1,0
1171,1,0,18,0,0
1172,2,0,44,0,0
1173,1,0,34,1,5
1174,1,0,49,1,0
1175,2,0,24,0,0
1176,2,0,36,1,0
1177,1,0,33,0,0
1178,1,0,44,0,0
1179,2,0,44,0,6
1180,1,0,42,1,0
1181,2,0,12,1,3
1182,0,0,27,1,0
1183,1,0,38,1,0
1184,1,0,28,0,0
1185,2,0,27,0,0
1186,2,0,61,0,0
1187,2,0,44,1,3
1188,1,0,44,1,3
1189,2,0,42,1,8
1190,2,0,43,1,8
1191,2,0,39,1,0
1192,2,0,17,1,6
1193,1,0,63,0,3
1194,1,0,50,0,0
1195,1,0,29,1,3
1196,2,0,19,0,0
1197,2,0,18,1,0
1198,1,0,19,0,0
1199,2,0,27,1,3
1200,1,0,65,1,3
1201,1,0,38,1,0
1202,1,0,28,1,0
1203,1,0,36,1,6
1204,0,0,18,1,6
1205,2,0,27,0,3
1206,2,0,45,0,0
1207,1,0,38,1,6
1208,1,0,23,1,7
1209,2,0,27,0,0
1210,2,0,18,1,6
1211,1,0,22,1,3
1212,1,0,18,1,0
1213,1,0,61,1,0
1214,0,0,26,1,0
1215,2,0,49,0,6
1216,1,0,38,1,3
1217,2,0,22,1,0
1218,1,0,23,0,0
1219,1,0,46,0,0
1220,1,0,23,1,3
1221,2,0,26,1,3
1222,2,0,35,1,3
1223,1,0,27,1,1
1224,1,0,47,1,1
1225,2,0,21,0,0
1226,2,0,34,1,7
1227,2,0,19,1,0
1228,2,0,72,1,0
1229,2,0,38,1,0
1230,2,0,12,1,3
1231,2,0,22,1,5
1232,0,0,28,1,0
1233,2,0,40,1,0
1234,0,0,23,1,0
1235,1,0,55,1,0
1236,1,0,59,1,0
1237,0,0,28,1,0
1238,0,0,42,1,0
1239,1,1,66,0,0
1240,1,1,63,1,0
1241,0,0,18,0,0
1242,1,0,40,1,0
1243,0,0,28,1,0
1244,2,0,27,1,0
1245,1,0,19,1,0
1246,1,0,31,0,0
1247,2,0,36,1,0
1248,2,0,26,1,6
1249,2,0,40,1,8
1250,2,0,45,0,0
1251,1,0,54,0,0
1252,1,0,29,0,0
1253,2,0,33,0,0
1254,1,0,37,1,0
1255,0,0,38,1,3
1256,2,0,24,0,0
1257,2,0,46,1,1
1258,1,0,24,1,6
1259,1,0,30,0,0
1260,0,0,45,1,3
1261,0,0,19,1,8
1262,2,0,59,1,5
1263,2,0,20,1,6
1264,0,0,22,1,8
1265,2,0,18,1,0
1266,1,1,44,1,3
1267,2,0,50,1,3
1268,1,0,64,0,0
1269,1,0,28,1,0
1270,1,0,21,0,0
1271,1,0,39,0,3
1272,1,0,26,1,8
1273,1,0,20,1,5
1274,1,0,49,1,0
1275,2,0,22,1,3
1276,1,0,61,1,0
1277,1,0,55,1,0
1278,1,0,88,0,0
1279,1,0,58,0,0
1280,2,0,17,1,8
1281,2,0,19,1,3
1282,1,0,34,1,3
1283,1,0,34,0,0
1284,2,0,49,1,3
1285,2,0,29,0,0
1286,2,0,21,1,3
1287,2,0,40,0,3
1288,2,0,18,1,2
1289,2,0,23,1,0
1290,1,1,20,0,0
1291,1,0,28,1,0
1292,1,0,28,0,0
1293,1,0,29,1,0
1294,0,1,35,1,0
1295,2,0,22,0,0
1296,2,0,19,1,0
1297,2,0,18,1,0
1298,0,0,25,0,0
1299,2,0,51,0,0
1300,1,1,20,1,6
1301,2,0,23,0,0
1302,2,0,12,1,3
1303,2,0,66,0,0
1304,2,0,42,1,3
1305,1,0,26,1,0
1306,1,0,24,1,6
1307,1,1,19,1,3
1308,1,1,21,1,0
1309,1,1,26,0,0
1310,1,1,32,0,0
1311,2,1,81,0,0
1312,2,0,32,1,0
1313,2,0,17,1,0
1314,2,0,21,0,0
1315,1,0,57,0,0
1316,1,0,79,0,0
1317,2,0,62,1,6
1318,2,0,32,1,7
1319,2,0,29,0,0
1320,2,0,18,1,6
1321,1,0,39,1,0
1322,1,0,22,1,0
1323,1,0,22,1,8
1324,2,0,38,1,8
1325,2,0,23,1,3
1326,1,1,26,0,0
1327,2,0,37,1,9
1328,1,0,39,1,3
1329,1,0,11,1,3
1330,1,0,16,1,2
1331,1,0,44,1,8
1332,1,0,26,1,0
1333,2,0,30,1,8
1334,2,0,76,0,0
1335,2,0,22,0,3
1336,2,0,34,1,2
1337,1,0,36,1,0
1338,2,0,13,1,3
1339,2,0,34,0,0
1340,2,0,32,1,1
1341,1,0,31,0,3
1342,1,1,26,0,0
1343,2,0,35,0,0
1344,2,0,65,0,0
1345,1,0,17,1,6
1346,0,1,18,1,0
1347,1,1,65,0,0
1348,1,1,28,0,0
1349,1,1,41,0,0
1350,1,1,54,1,0
1351,1,1,27,1,3
1352,1,0,23,0,0
1353,1,0,50,0,0
1354,1,1,57,1,0
1355,1,1,34,1,0
1356,2,0,63,1,0
1357,2,0,25,1,8
1358,2,0,45,0,0
1359,1,0,26,1,0
1360,2,0,34,1,9
1361,2,0,44,0,3
1362,2,0,26,1,6
1363,2,0,20,1,0
1364,1,0,53,1,0
1365,2,0,29,1,0
1366,0,0,36,1,6
1367,1,0,62,0,0
1368,2,0,24,1,0
1369,1,0,51,0,0
1370,2,0,44,0,0
1371,2,0,21,1,3
1372,2,0,30,1,0
1373,0,1,22,1,0
1374,1,0,34,0,0
1375,1,0,42,1,7
1376,1,0,25,1,0
1377,1,0,57,1,0
1378,2,1,28,1,0
1379,0,0,18,1,0
1380,0,0,17,0,0
1381,2,0,47,1,3
1382,1,1,48,1,0
1383,2,0,35,1,6
1384,1,0,61,1,0
1385,1,0,38,1,0
1386,1,0,25,0,0
1387,1,0,37,1,0
1388,1,0,51,1,3
1389,1,0,52,1,0
1390,1,0,45,1,0
1391,1,0,34,0,0
1392,2,0,48,1,0
1393,2,0,72,1,4
1394,2,0,42,1,3
1395,1,1,32,1,3
1396,1,1,39,1,0
1397,2,1,22,0,0
1398,1,1,33,1,3
1399,2,0,26,0,0
1400,2,0,28,1,3
1401,0,0,24,1,3
1402,2,0,37,1,0
1403,2,0,37,1,0
1404,1,1,35,1,0
1405,1,1,35,1,0
1406,2,1,26,1,3
1407,1,0,39,1,0
1408,1,1,22,1,0
1409,1,1,33,0,0
1410,1,1,22,0,0
1411,1,0,50,1,0
1412,1,1,21,1,0
1413,1,1,50,1,0
1414,2,0,19,0,0
1415,2,0,26,1,0
1416,1,0,55,1,5
1417,1,0,10,1,3
1418,1,0,24,1,0
1419,1,0,48,1,9
1420,1,0,34,0,3
1421,0,0,29,1,0
1422,0,0,31,1,0
1423,1,0,41,1,8
1424,1,0,31,0,0
1425,0,0,20,1,0
1426,2,0,30,1,0
1427,0,1,22,1,3
1428,2,0,39,1,5
1429,2,0,36,0,0
1430,2,0,36,0,0
1431,2,0,23,1,8
1432,1,0,72,1,0
1433,2,1,22,0,0
1434,0,1,32,1,0
1435,0,1,52,1,1
1436,0,0,17,1,0
1437,1,1,19,0,0
1438,1,1,33,1,1
1439,2,0,60,0,0
1440,2,0,44,1,0
1441,2,1,48,0,0
1442,2,0,37,0,0
1443,2,0,36,1,3
1444,1,1,39,1,1
1445,1,1,32,1,0
1446,2,0,27,0,0
1447,1,1,46,1,0
1448,1,1,48,1,0
1449,1,1,55,1,0
1450,0,1,30,1,0
1451,1,1,46,1,7
1452,1,1,22,1,0
1453,2,0,19,1,0
1454,2,1,38,1,0
1455,2,1,38,0,0
1456,2,1,42,1,0
1457,2,1,30,1,0
1458,2,1,19,1,0
1459,1,1,30,1,0
1460,1,0,32,1,7
1461,2,1,32,0,0
1462,2,1,42,1,1
1463,2,1,26,1,0
1464,1,0,76,1,0
1465,1,0,43,1,0
1466,1,1,21,0,0
1467,1,1,37,1,0
1468,2,0,43,1,0
1469,2,1,44,1,0
1470,2,1,18,1,0
1471,1,1,33,1,3
1472,2,1,35,1,3
1473,2,1,20,0,6
1474,2,1,36,0,0
1475,2,0,26,1,7
1476,1,1,51,0,0
1477,1,1,81,1,0
1478,1,1,42,1,0
1479,2,1,40,0,0
1480,2,1,52,0,0
1481,0,0,22,1,0
1482,1,0,43,1,8
1483,2,1,77,1,0
1484,2,1,30,1,3
1485,0,1,27,1,0
1486,2,1,25,0,0
1487,2,1,25,0,0
1488,0,1,19,0,0
1489,1,1,45,1,0
1490,1,1,22,1,0
1491,2,0,32,1,0
1492,2,0,18,0,0
1493,1,0,62,0,0
1494,2,0,56,0,0
1495,2,0,33,1,0
1496,2,1,42,1,3
1497,2,0,21,1,0
1498,2,1,21,1,0
1499,0,1,28,0,0
1500,2,0,30,1,3
1501,2,1,19,0,0
1502,1,1,19,0,0
1503,2,0,39,0,0
1504,2,0,24,1,0
1505,2,1,21,1,0
1506,1,1,24,1,3
1507,2,0,60,0,0
1508,2,1,26,1,3
1509,2,0,35,1,0
1510,2,0,38,0,0
1511,0,0,38,1,9
1512,2,1,74,1,0
1513,1,1,29,1,0
1514,2,0,25,1,1
1515,2,1,36,0,0
1516,2,1,35,0,0
1517,1,0,39,1,0
1518,1,1,23,0,0
1519,1,1,57,1,0
1520,2,1,57,1,0
1521,2,1,30,1,0
1522,2,1,24,0,0
1523,1,0,48,1,0
1524,1,0,39,1,0
1525,2,0,20,1,3
1526,1,0,40,1,0
1527,1,0,29,0,3
1528,0,0,21,0,0
1529,2,1,67,0,0
1530,2,0,27,1,1
1531,2,1,16,1,2
1532,1,1,24,1,8
1533,2,0,16,1,0
1534,0,1,20,0,0
1535,2,1,37,1,7
1536,2,1,24,1,6
1537,1,1,45,0,0
1538,1,1,25,0,0
1539,1,1,38,1,0
1540,1,1,23,0,0
1541,2,0,42,1,6
1542,2,1,51,1,0
1543,2,1,22,1,6
1544,2,1,31,0,0
1545,0,1,26,1,6
1546,2,1,36,1,0
1547,2,1,53,0,0
1548,1,1,32,0,0
1549,0,1,30,1,0
1550,2,0,44,1,3
1551,2,1,43,1,0
1552,2,1,61,1,6
1553,1,0,59,1,0
1554,1,0,17,1,0
1555,1,0,53,1,7
1556,2,0,30,1,0
1557,2,0,36,0,0
1558,1,1,38,0,0
1559,1,1,70,0,0
1560,1,1,55,1,3
1561,2,0,43,0,0
1562,2,1,22,1,0
1563,2,1,39,1,0
1564,2,0,30,1,5
1565,2,0,16,0,0
1566,2,1,43,1,3
1567,2,1,37,1,8
1568,2,1,45,1,8
1569,2,0,33,0,0
1570,2,0,60,1,0
1571,0,1,39,1,1
1572,2,0,53,1,0
1573,2,1,48,1,0
1574,1,1,52,1,0
1575,1,0,19,0,3
1576,0,1,56,1,0
1577,2,1,44,1,0
1578,1,0,25,1,8
1579,1,0,83,0,0
1580,0,0,25,1,0
1581,0,0,34,0,0
1582,2,0,25,0,0
1583,1,1,47,0,0
1584,1,1,75,0,0
1585,1,1,19,1,0
1586,2,1,35,0,0
1587,1,1,54,1,0
1588,1,1,21,1,0
1589,2,1,55,1,0
1590,2,0,25,0,0
1591,2,0,46,1,3
1592,1,1,80,1,0
1593,1,2,37,1,3
1594,2,1,25,0,2
1595,1,2,28,1,6
1596,2,1,41,1,0
1597,2,1,35,0,0
1598,1,1,21,1,0
1599,1,1,23,1,0
1600,2,1,30,1,0
1601,2,1,20,1,0
1602,2,1,35,0,0
1603,2,0,33,1,0
1604,2,0,58,1,0
1605,1,1,37,0,3
1606,2,1,20,1,0
1607,1,1,38,0,0
1608,1,1,36,0,0
1609,1,1,44,1,0
1610,0,1,28,1,0
1611,0,0,21,1,0
1612,0,0,18,1,0
1613,0,1,21,1,0
1614,1,1,28,1,3
1615,1,1,80,0,0
1616,1,1,34,1,0
1617,2,0,60,1,0
1618,2,0,35,1,1
1619,1,0,39,1,0
1620,2,0,39,0,0
1621,1,1,45,1,0
1622,2,1,50,0,0
1623,0,1,19,1,0
1624,1,0,74,0,0
1625,2,0,39,1,0
1626,1,0,32,0,0
1627,2,0,19,0,0
1628,2,1,34,1,8
1629,2,0,72,1,0
1630,1,1,39,0,0
1631,1,1,53,1,0
1632,1,1,35,1,0
1633,2,0,58,0,0
1634,2,1,47,1,0
1635,2,1,20,0,0
1636,1,1,36,0,0
1637,2,0,25,0,0
1638,2,1,75,1,0
1639,1,1,16,1,2
1640,2,1,42,0,0
1641,2,0,42,0,0
1642,2,0,35,1,0
1643,2,0,46,1,0
1644,1,0,22,1,0
1645,2,1,25,1,0
1646,2,1,36,1,0
1647,1,0,38,1,8
1648,1,1,54,1,0
1649,1,1,57,0,0
1650,0,1,20,0,0
1651,1,1,19,1,3
1652,2,0,49,1,0
1653,2,0,45,1,6
1654,1,1,43,0,0
1655,1,1,49,1,7
1656,0,0,23,1,6
1657,2,1,27,1,0
1658,2,1,39,1,0
1659,2,1,33,1,0
1660,2,1,45,0,0
1661,2,1,28,0,0
1662,2,1,27,1,0
1663,0,0,31,1,1
1664,1,0,45,1,0
1665,1,1,82,0,0
1666,2,1,36,0,0
1667,1,1,58,1,9
1668,2,0,27,0,0
1669,2,1,18,0,0
1670,2,1,18,1,0
1671,0,1,18,1,6
1672,2,1,21,1,3
1673,1,0,35,1,0
1674,2,1,34,0,0
1675,1,0,19,1,0
1676,1,1,39,1,0
1677,2,1,39,0,0
1678,2,1,30,1,0
1679,2,1,49,1,0
1680,2,1,54,1,0
1681,2,1,44,1,0
1682,1,1,43,0,0
1683,2,1,25,1,0
1684,1,1,30,0,0
1685,1,1,18,1,7
1686,2,1,32,0,0
1687,1,0,20,1,0
1688,2,1,39,0,0
1689,1,1,30,1,0
1690,2,1,53,1,0
1691,2,1,31,0,0
1692,1,3,27,0,0
1693,1,3,28,1,0
1694,1,2,62,1,0
1695,1,3,38,0,0
1696,1,3,46,0,13
1697,2,1,43,1,0
1698,1,2,45,1,7
1699,1,1,43,1,0
1700,1,1,25,1,0
1701,1,1,50,0,0
1702,1,1,29,1,0
1703,1,2,22,1,0
1704,1,2,40,1,9
1705,2,1,75,1,0
1706,2,1,37,1,0
1707,1,1,41,1,3
1708,1,2,29,0,0
1709,1,2,53,1,0
1710,2,2,47,1,0
1711,2,2,18,0,0
1712,2,2,52,1,0
1713,1,3,34,1,0
1714,1,1,28,1,0
1715,2,3,31,1,0
1716,0,1,55,1,0
1717,0,1,19,1,0
1718,1,1,58,1,0
1719,0,3,62,1,0
1720,1,3,42,0,0
1721,2,1,23,0,0
1722,1,3,24,1,0
1723,2,2,45,0,0
1724,0,1,41,1,0
1725,0,3,36,0,0
1726,2,3,21,1,0
1727,1,2,53,1,0
1728,1,0,35,1,0
1729,1,0,39,1,0
1730,2,0,34,1,0
1731,1,2,32,1,1
1732,0,2,30,1,0
1733,0,1,28,1,0
1734,2,1,27,1,0
1735,0,1,19,1,0
1736,0,1,25,1,0
1737,2,1,19,1,3
1738,1,0,42,1,0
1739,1,0,26,1,0
1740,1,1,38,1,0
1741,2,1,62,0,0
1742,0,1,27,1,0
1743,2,1,18,1,0
1744,2,1,19,1,0
1745,2,1,26,1,0
1746,2,3,26,1,0
1747,2,3,38,1,0
1748,2,1,20,1,0
1749,1,5,67,1,0
1750,1,3,20,1,0
1751,2,5,39,1,0
1752,2,5,57,0,0
1753,1,5,35,1,3
1754,1,5,20,0,0
1755,1,3,30,0,0
1756,1,3,46,0,0
1757,2,3,30,1,0
1758,2,3,33,0,0
1759,2,5,19,1,0
1760,2,5,59,1,0
1761,2,5,23,0,0
1762,0,3,40,1,9
1763,2,0,35,1,0
1764,0,3,22,1,0
1765,0,3,40,1,0
1766,2,1,53,1,0
1767,2,1,23,1,0
1768,0,5,24,1,0
1769,1,3,26,1,0
1770,1,5,19,1,3
1771,2,1,35,1,3
1772,2,1,46,1,0
1773,2,1,28,1,7
1774,1,5,28,1,0
1775,1,5,32,1,0
1776,0,5,39,1,11
1777,1,0,25,1,0
1778,2,1,61,1,0
1779,2,1,16,1,3
1780,0,1,25,1,0
1781,1,0,59,1,1
1782,1,1,23,0,0
1783,2,1,35,1,1
1784,2,1,43,1,0
1785,2,1,22,0,0
1786,1,1,48,0,0
1787,1,1,67,0,0
1788,1,0,31,1,3
1789,1,0,39,1,0
1790,1,1,36,1,3
1791,2,0,58,0,0
1792,2,0,46,1,1
1793,2,1,30,1,0
1794,2,0,37,1,3
1795,1,0,38,0,0
1796,1,0,32,1,2
1797,1,0,55,1,11
1798,1,0,57,1,0
1799,1,1,49,0,0
1800,1,1,22,0,0
1801,1,1,47,1,0
1802,2,1,25,1,0
1803,1,1,31,1,7
1804,1,1,43,1,0
1805,2,1,21,1,0
1806,2,1,28,1,0
1807,0,0,21,1,0
1808,1,0,49,1,7
1809,1,1,27,1,0
1810,1,1,24,0,0
1811,1,0,86,1,0
1812,1,1,42,1,3
1813,1,1,24,0,0
1814,2,0,37,0,0
1815,1,1,52,0,0
1816,2,1,18,0,0
1817,2,0,23,1,3
1818,2,0,47,0,5
1819,1,0,43,0,0
1820,2,0,45,1,5
1821,0,0,29,0,0
1822,0,0,56,1,11
1823,2,0,21,1,0
1824,2,0,51,1,0
1825,1,0,18,1,0
1826,1,0,31,0,0
1827,2,0,26,1,0
1828,2,0,37,1,0
1829,2,0,50,0,0
1830,2,0,39,0,0
1831,1,0,68,0,0
1832,2,0,21,1,0
1833,2,0,20,0,0
1834,0,0,38,1,1
1835,0,0,20,1,0
1836,2,0,49,0,0
1837,1,0,36,1,0
1838,0,0,50,0,0
1839,1,0,15,1,3
1840,1,0,25,0,0
1841,1,5,40,1,0
1842,0,5,23,0,0
1843,1,0,53,0,0
1844,2,0,53,1,0
1845,2,0,32,0,0
1846,1,0,49,1,0
1847,2,1,48,0,0
1848,2,5,22,0,0
1849,2,5,39,1,1
1850,2,1,42,1,9
1851,0,5,18,1,3
1852,2,1,31,1,3
1853,2,0,43,1,0
1854,2,3,45,1,0
1855,2,3,51,0,0
1856,1,0,21,1,3
1857,1,0,35,1,4
1858,1,0,24,1,0
1859,2,1,27,1,0
1860,2,1,26,0,0
1861,2,0,27,0,0
1862,1,1,48,1,0
1863,1,0,25,0,0
1864,2,1,48,1,0
1865,2,1,34,0,0
1866,0,1,25,1,7
1867,2,1,25,1,0
1868,2,1,36,1,0
1869,2,1,52,1,0
1870,2,1,39,1,0
1871,2,0,30,1,7
1872,1,1,37,1,6
1873,2,1,61,1,0
1874,2,1,30,1,3
1875,2,0,42,1,8
1876,0,0,57,1,0
1877,1,1,63,1,3
1878,1,0,57,0,0
1879,0,1,24,1,0
1880,2,0,59,1,0
1881,2,1,47,1,6
1882,2,0,19,1,0
1883,2,0,22,0,0
1884,1,1,62,1,0
1885,2,1,17,1,0
1886,1,0,40,0,0
1887,1,0,23,0,0
1888,1,1,45,0,0
1889,1,1,28,0,0
1890,2,1,19,1,6
1891,1,5,43,0,8
1892,1,0,30,1,0
1893,1,0,56,1,7
1894,1,5,49,1,6
1895,1,0,52,1,0
1896,2,0,23,1,4
1897,2,0,20,0,0
1898,2,0,37,1,0
1899,2,0,59,0,0
1900,2,0,16,1,2
1901,1,0,58,1,0
1902,1,1,25,0,0
1903,2,0,22,0,0
1904,2,0,22,1,0
1905,2,0,41,1,8
1906,2,0,27,1,0
1907,1,1,56,1,8
1908,2,0,34,0,0
1909,1,0,38,1,6
1910,2,1,42,1,0
1911,2,1,61,1,0
1912,2,1,42,1,0
1913,2,0,46,0,0
1914,1,0,19,0,0
1915,1,1,46,1,0
1916,1,1,35,1,1
1917,0,1,37,1,0
1918,1,0,67,1,0
1919,1,5,22,1,6
1920,1,0,47,0,0
1921,2,1,21,1,3
1922,2,0,32,1,0
1923,2,1,50,1,11
1924,1,0,74,1,0
1925,2,1,50,1,0
1926,1,0,20,1,0
1927,1,3,26,0,0
1928,1,3,19,1,0
1929,2,1,53,1,0
1930,2,1,23,0,0
1931,2,3,24,1,3
1932,0,1,65,1,5
1933,2,0,33,1,3
1934,2,0,57,1,0
1935,2,0,40,1,0
1936,2,0,42,1,3
1937,1,1,30,1,3
1938,1,1,23,0,0
1939,1,1,52,1,11
1940,2,1,25,1,3
1941,2,1,43,0,0
1942,2,1,60,1,0
1943,1,1,72,0,0
1944,2,1,56,1,1
1945,2,1,34,1,3
1946,2,0,63,1,0
1947,2,0,40,1,0
1948,2,1,24,1,6
1949,1,5,43,1,0
1950,2,1,28,0,0
1951,2,1,28,0,0
1952,1,1,21,0,0
1953,0,0,22,0,0
1954,1,0,38,0,0
1955,1,0,42,1,0
1956,1,0,34,1,0
1957,2,0,44,1,1
1958,2,0,57,1,1
1959,2,0,26,1,3
1960,2,0,25,0,3
1961,0,0,21,0,0
1962,1,5,51,0,0
1963,1,0,19,1,0
1964,1,0,57,1,0
1965,1,0,17,1,6
1966,1,0,22,0,0
1967,1,0,24,0,0
1968,1,0,42,1,8
1969,0,0,29,1,1
1970,0,0,40,1,3
1971,2,0,32,1,2
1972,1,0,72,1,0
1973,2,0,39,1,8
1974,2,0,34,0,0
1975,2,0,57,1,0
1976,1,0,44,0,0
1977,2,0,7,1,3
1978,1,0,23,0,3
1979,1,1,47,1,8
1980,2,0,20,1,0
1981,2,0,49,1,0
1982,1,0,21,1,0
1983,1,0,44,1,0
1984,1,0,42,0,0
1985,2,0,24,1,6
1986,1,0,69,0,3
1987,2,0,48,0,0
1988,1,0,52,1,0
1989,1,0,22,0,0
1990,2,0,47,1,0
1991,1,0,34,0,0
1992,1,0,28,1,3
1993,1,0,16,1,2
1994,1,0,70,1,0
1995,0,0,45,1,0
1996,0,0,35,1,1
1997,1,0,71,0,3
1998,2,0,39,1,8
1999,2,0,27,1,0
2000,2,0,35,0,0
2001,2,0,19,0,0
2002,2,0,23,1,0
2003,2,0,64,1,0
2004,2,0,51,1,8
2005,1,5,23,0,0
2006,2,0,45,1,8
2007,2,0,36,0,0
2008,2,0,38,0,0
2009,1,0,19,1,8
2010,2,0,32,1,0
2011,1,0,54,1,0
2012,1,0,46,1,0
2013,0,1,40,1,0
2014,1,0,42,0,0
2015,1,0,43,1,7
2016,1,0,50,0,0
2017,2,0,59,1,0
2018,1,0,40,0,0
2019,1,0,19,1,0
2020,2,0,33,1,0
2021,1,0,45,1,10
2022,1,0,30,1,0
2023,1,0,37,0,0
2024,1,0,42,1,0
2025,2,1,24,1,2
2026,2,0,41,1,0
2027,1,0,23,1,3
2028,2,1,19,0,0
2029,0,1,23,1,0
2030,2,0,18,1,0
2031,2,0,24,0,0
2032,2,1,19,0,0
2033,0,0,41,1,0
2034,2,0,35,1,1
2035,1,0,64,1,0
2036,1,1,43,1,3
2037,2,0,52,1,0
2038,1,1,30,1,0
2039,2,1,45,1,0
2040,1,0,50,0,0
2041,1,0,55,1,0
2042,2,0,45,1,3
2043,2,0,39,1,3
2044,2,0,48,1,6
2045,1,1,51,1,3
2046,2,1,39,1,8
2047,1,0,51,1,0
2048,2,1,83,1,0
2049,1,0,23,0,0
2050,2,0,35,0,0
2051,1,1,38,0,0
2052,1,0,19,0,0
2053,1,0,50,0,0
2054,1,0,45,1,0
2055,1,0,50,0,0
2056,2,0,18,1,0
2057,2,0,45,1,0
2058,2,0,30,1,1
2059,2,0,22,1,0
2060,1,0,31,0,0
2061,1,0,19,1,3
2062,1,0,42,1,0
2063,1,0,20,1,0
2064,2,0,25,1,0
2065,0,0,24,1,3
2066,2,0,18,0,0
2067,2,0,21,1,6
2068,2,0,52,0,0
2069,2,0,28,1,0
2070,2,0,28,0,0
2071,1,1,50,1,6
2072,2,1,25,1,3
2073,1,1,40,1,0
2074,1,1,29,0,0
2075,2,0,59,1,0
2076,1,1,43,1,3
2077,2,1,31,0,0
2078,1,1,57,0,0
2079,2,1,20,0,0
2080,2,0,30,0,0
2081,1,0,36,1,0
2082,1,0,26,1,0
2083,1,1,27,1,0
2084,1,0,40,0,0
2085,1,1,47,1,0
2086,1,1,57,1,0
2087,1,0,45,0,0
2088,2,0,23,0,0
2089,0,0,23,0,0
2090,0,0,51,1,0
2091,2,0,18,1,0
2092,2,1,22,1,0
2093,1,0,66,0,0
2094,1,0,36,0,0
2095,2,1,64,1,1
2096,1,0,15,1,3
2097,2,1,30,1,0
2098,2,0,20,1,0
2099,0,1,22,1,0
2100,1,0,36,0,0
2101,2,0,57,1,8
2102,2,0,67,1,0
2103,2,0,49,0,0
2104,2,0,30,1,0
2105,2,0,41,1,0
2106,2,0,20,0,0
2107,2,0,40,1,0
2108,1,0,17,0,14
2109,0,0,52,1,7
2110,2,0,45,0,0
2111,2,0,21,0,0
2112,2,0,52,1,0
2113,2,0,25,1,0
2114,2,0,21,1,0
2115,2,0,73,1,0
2116,2,0,27,1,0
2117,2,0,51,0,0
2118,0,0,33,1,0
2119,2,0,46,1,0
2120,2,0,48,1,0
2121,1,0,38,1,0
2122,2,0,60,1,7
2123,2,0,26,0,0
2124,2,0,43,0,0
2125,1,0,38,1,5
2126,2,0,64,1,0
2127,2,0,36,1,3
2128,2,0,37,1,0
2129,1,0,21,1,0
2130,2,0,29,1,0
2131,2,0,47,0,0
2132,0,0,20,1,1
2133,2,0,47,0,0
2134,2,0,60,0,0
2135,1,0,29,1,8
2136,2,0,33,0,0
2137,1,0,41,0,0
2138,1,0,75,0,0
2139,2,0,19,1,3
2140,2,0,36,1,3
2141,2,0,16,1,8
2142,1,0,49,1,3
2143,2,0,18,0,0
2144,2,0,18,0,0
2145,0,0,30,1,6
2146,2,0,31,0,0
2147,2,0,34,0,0
2148,1,0,40,1,0
2149,0,0,27,0,0
2150,1,0,25,1,0
2151,0,0,43,1,0
2152,2,0,69,1,8
2153,2,0,27,1,3
2154,1,0,49,0,0
2155,1,0,51,1,8
2156,1,0,21,1,3
2157,1,0,48,1,3
2158,2,0,26,1,3
2159,2,0,49,1,0
2160,0,0,25,0,0
2161,1,0,37,1,0
2162,2,0,26,1,0
2163,1,0,35,1,3
2164,1,0,25,1,3
2165,1,0,32,0,3
2166,2,0,19,1,0
2167,2,0,42,0,0
2168,2,0,46,1,3
2169,2,0,51,1,0
2170,2,0,37,1,11
2171,1,0,43,1,3
2172,1,0,33,0,0
2173,2,0,33,1,0
2174,1,0,25,1,0
2175,1,0,55,0,0
2176,1,0,53,0,0
2177,1,0,22,1,0
2178,2,0,27,0,0
2179,1,0,42,1,8
2180,1,0,36,1,0
2181,2,0,26,1,8
2182,1,0,48,1,0
2183,1,0,48,0,0
2184,2,0,43,0,0
2185,2,0,74,0,0
2186,2,0,17,1,2
2187,1,0,55,0,3
2188,2,0,35,1,3
2189,1,0,22,0,0
2190,1,0,38,1,4
2191,0,0,32,1,0
2192,1,0,27,0,0
2193,2,0,43,0,0
2194,1,0,23,1,0
2195,2,0,46,1,6
2196,0,1,58,0,0
2197,2,0,28,1,0
2198,2,0,36,1,0
2199,1,0,39,0,0
2200,1,0,28,0,0
2201,1,0,25,0,0
2202,1,0,48,0,0
2203,1,0,31,1,3
2204,1,0,79,1,0
2205,2,0,20,0,0
2206,1,0,39,1,0
2207,1,0,27,0,0
2208,2,0,35,1,3
2209,2,0,34,1,0
2210,2,0,33,1,9
2211,1,1,21,1,0
2212,2,0,28,0,0
2213,1,0,36,1,3
2214,1,0,53,0,0
2215,1,0,34,1,3
2216,2,0,33,1,8
2217,1,0,36,1,8
2218,0,0,35,1,0
2219,2,0,7,0,3
