,Time,Surface,Age,Sex,Vehicle,Severity
14001,210,1,20,1,0,2
14004,754,1,46,1,0,2
14006,1330,0,18,1,0,2
14012,1440,0,61,1,0,2
14014,940,1,26,1,4,2
14015,1025,1,32,1,0,2
14017,1025,1,21,1,0,2
14024,1455,0,50,1,0,2
14025,1628,0,39,1,3,1
14026,1716,0,57,0,0,2
14029,1315,0,67,1,8,3
14030,1515,0,29,0,0,2
14033,1630,0,49,0,0,2
14034,1850,0,20,0,0,2
14036,1610,0,77,1,0,1
14037,1455,0,20,1,6,1
14038,1900,0,21,0,0,2
14040,220,0,21,0,0,2
14042,1415,0,34,1,0,2
14044,1545,1,34,1,0,2
14045,1537,1,29,0,0,2
14046,1830,1,24,1,0,2
14050,1530,0,20,0,3,2
14051,1005,0,65,1,1,2
14053,940,0,37,0,0,2
14055,935,1,37,1,0,1
14056,1854,1,44,1,0,2
14057,2125,1,22,0,0,2
14058,1610,1,21,0,3,2
14059,240,1,60,1,11,1
14060,240,1,41,1,11,1
14062,745,1,54,1,8,2
14063,1715,0,46,0,0,2
14064,1715,0,46,1,0,2
14067,905,0,25,0,0,2
14068,714,0,45,1,3,2
14070,1240,0,26,1,0,1
14076,705,0,42,1,0,2
14077,820,1,32,1,0,2
14078,820,1,33,1,0,2
14082,1245,1,64,1,0,2
14083,1245,1,37,0,0,2
14085,910,1,17,1,2,2
14088,1600,0,40,1,0,2
14091,1139,1,48,1,0,2
14093,1025,1,47,1,3,2
14094,1430,0,31,1,0,2
14095,1515,0,33,1,3,2
14097,1105,1,32,1,3,2
14098,1800,0,22,1,6,1
14099,225,1,24,1,0,2
14100,755,1,23,1,3,2
14104,2135,1,34,1,0,2
14105,740,0,40,1,3,2
14106,700,1,43,1,8,2
14107,1541,0,27,0,0,2
14109,1036,0,60,0,0,2
14111,1930,1,33,1,3,1
14112,1545,0,52,1,0,2
14113,810,1,21,1,0,2
14114,1225,1,29,1,5,2
14115,1615,0,69,1,0,2
14116,1238,1,94,0,0,1
14119,1630,0,33,0,0,2
14120,1630,0,35,0,0,2
14124,1410,0,23,1,3,2
14125,1300,0,29,1,0,2
14127,1128,1,22,1,3,2
14129,1652,0,40,1,8,2
14130,1909,0,50,1,1,2
14131,730,1,51,1,3,2
14134,925,1,46,1,0,2
14135,925,1,48,1,0,2
14138,19,1,18,1,6,2
14140,845,1,9,1,3,2
14141,1645,0,58,1,3,2
14143,1544,1,53,1,0,2
14144,1544,1,30,1,7,2
14147,1446,0,59,1,0,2
14148,1415,0,25,1,3,2
14149,1955,1,24,0,0,2
14150,1955,1,49,1,0,2
14151,1745,1,19,1,3,2
14152,1500,0,57,1,3,2
14153,1540,0,22,0,0,2
14157,2005,1,49,1,0,2
14160,1700,0,24,1,6,2
14164,1825,0,62,1,0,2
14165,1810,1,35,0,0,2
14166,655,1,36,1,3,1
14167,813,1,38,1,6,2
14168,1830,0,32,1,3,2
14169,1650,1,47,1,3,2
14171,830,0,34,0,0,2
14172,1900,2,18,0,0,2
14173,1500,0,34,0,0,2
14175,35,1,34,1,1,2
14176,35,1,50,1,0,2
14177,1015,1,41,1,3,2
14180,1740,1,53,1,0,2
14181,1728,1,26,1,3,2
14182,1506,1,34,1,3,2
14183,720,0,64,1,6,1
14184,1210,0,46,1,6,2
14185,125,1,28,1,0,2
14186,125,1,45,1,0,2
14187,1550,0,46,1,0,2
14189,825,0,49,1,3,2
14190,1950,0,28,1,0,2
14194,1050,0,44,1,3,2
14195,800,1,26,0,6,1
14197,1820,0,49,0,0,2
14198,1820,0,38,1,0,2
14199,1800,1,19,1,3,1
14204,840,1,32,1,3,2
14205,900,0,35,0,0,2
14206,1811,1,30,1,3,2
14209,2110,1,26,0,0,2
14211,1845,0,19,0,0,2
14215,1030,1,44,0,0,2
14217,1610,1,36,1,0,2
14218,1639,1,31,1,0,2
14220,1415,0,19,1,3,2
14221,1155,1,30,1,0,2
14222,10,1,36,1,0,2
14223,50,0,45,0,0,2
14224,715,2,26,0,0,2
14226,1745,0,27,1,7,2
14227,1745,0,24,1,0,2
14228,1900,0,20,1,6,2
14230,610,1,61,1,6,2
14235,2200,0,31,1,0,2
14236,920,0,30,1,0,2
14239,318,1,43,0,0,2
14240,710,0,24,0,6,2
14243,1715,0,32,0,3,2
14247,1220,0,39,0,0,2
14248,1558,0,22,0,3,2
14249,1350,1,34,1,0,2
14250,950,0,23,0,8,2
14251,1004,1,93,1,0,2
14254,200,0,22,1,0,2
14256,2158,3,23,1,0,2
14257,750,1,68,1,0,2
14263,926,0,34,1,3,2
14264,30,0,24,1,3,2
14266,623,1,41,1,0,2
14269,740,1,28,1,3,2
14272,840,0,22,0,0,2
14273,840,0,21,1,0,2
14276,2300,1,28,0,0,2
14278,1330,1,47,1,7,2
14280,1900,0,29,0,0,2
14281,1640,0,32,1,0,2
14283,1640,0,31,1,1,2
14284,945,0,22,1,2,2
14285,1059,0,23,0,0,2
14287,1059,0,36,1,0,2
14289,1250,0,63,0,0,2
14290,1250,0,60,1,0,2
14291,1336,0,20,1,6,1
14292,1720,0,41,1,0,2
14293,1830,0,24,1,0,2
14294,1830,0,44,1,0,2
14296,746,0,23,1,6,2
14300,1340,0,22,1,0,2
14304,836,0,53,1,3,1
14305,958,0,49,0,3,2
14309,740,0,47,1,3,2
14310,950,0,41,0,0,2
14311,1100,0,50,1,1,2
14314,1557,0,30,1,8,1
14315,1840,0,45,0,0,2
14316,1840,0,45,0,0,2
14317,849,0,52,1,3,2
14318,1025,0,38,1,3,2
14320,1600,0,40,1,0,2
14321,1340,0,37,0,0,2
14324,1545,0,56,1,1,2
14326,1545,0,17,1,0,2
14329,1944,0,19,1,2,2
14331,915,0,43,0,0,2
14334,1705,0,48,1,0,2
14336,1759,0,54,0,0,2
14337,1847,0,31,0,0,2
14338,1059,0,6,1,3,2
14340,1200,0,76,0,0,1
14341,1505,0,39,0,0,2
14346,1505,0,44,0,0,2
14348,1505,0,78,1,0,2
14352,1645,0,45,0,0,2
14354,1732,0,50,1,3,2
14355,1907,0,49,1,8,2
14356,528,0,30,1,7,2
14357,528,0,28,1,4,2
14358,945,0,35,0,0,2
14364,750,1,41,1,3,2
14367,1632,0,31,1,3,2
14368,1946,0,41,0,0,2
14370,1940,0,36,0,0,2
14373,349,0,23,1,0,1
14378,43,0,23,1,3,2
14380,113,0,33,1,0,1
14381,113,0,22,1,0,1
14382,1726,1,23,1,3,2
14383,2105,0,26,1,3,2
14384,542,1,28,1,2,1
14385,755,1,46,1,3,2
14388,1610,1,47,1,0,2
14389,1713,1,19,1,0,2
14390,1713,1,38,0,0,2
14393,1800,0,31,0,0,2
14394,2356,0,48,1,0,2
14395,750,0,40,0,3,2
14397,850,0,23,0,3,1
14398,1100,0,48,0,0,2
14400,1100,0,33,0,0,2
14402,1638,0,81,1,0,2
14403,1638,0,53,0,0,2
14405,1650,0,48,1,6,2
14406,1925,0,26,1,0,2
14407,1905,1,31,1,0,2
14408,1905,1,30,1,8,1
14409,1630,0,42,1,0,2
14410,743,0,62,1,0,2
14413,1740,0,18,1,6,2
14416,1530,0,25,0,0,2
14417,525,1,28,1,2,2
14420,1330,0,45,0,0,2
14422,1510,0,21,1,6,2
14424,1600,0,35,0,0,2
14425,735,0,23,0,6,2
14426,803,0,29,0,0,2
14427,815,0,49,1,0,2
14429,1310,0,20,1,3,2
14431,1024,0,24,1,0,2
14432,1905,0,63,0,0,2
14436,1800,1,34,1,3,2
14437,1820,0,51,1,3,2
14438,835,0,19,1,3,2
14440,1605,0,46,0,0,1
14441,1400,0,20,1,3,2
14442,1443,0,20,1,3,1
14445,1700,0,45,1,3,2
14446,830,0,37,1,3,2
14448,1720,0,27,1,0,2
14449,2025,1,35,1,3,1
14450,1254,1,29,0,0,2
14452,1254,1,51,1,0,2
14453,1430,1,52,1,3,2
14454,1828,1,44,1,5,1
14455,2350,1,18,1,6,1
14456,1250,0,20,1,3,2
14457,1535,0,18,1,6,2
14458,1530,0,53,1,8,2
14459,1615,0,47,1,8,2
14460,1745,0,60,1,0,2
14461,1753,0,26,0,0,1
14462,1753,0,23,1,0,2
14464,1050,0,55,0,0,2
14467,1250,0,25,0,0,2
14468,1730,0,43,0,0,2
14469,1755,0,50,1,3,1
14471,1738,0,7,1,3,2
14472,1740,0,48,0,0,2
14473,1705,0,16,1,3,2
14474,1730,0,54,1,0,2
14477,820,0,42,1,3,2
14480,1440,0,16,1,2,2
14482,1120,0,30,1,3,2
14484,1720,1,24,1,3,1
14485,2220,0,33,1,1,2
14488,845,1,37,1,3,1
14489,1810,1,48,1,2,2
14490,2020,0,74,1,0,1
14492,1303,0,29,0,0,2
14493,1350,0,45,1,0,2
14494,1350,0,41,1,7,2
14495,1629,0,5,1,3,1
14497,1720,0,26,1,3,2
14498,1800,0,7,0,3,2
14501,2003,0,70,0,0,2
14504,1230,0,79,0,0,2
14506,1335,1,24,1,3,2
14507,2317,1,28,0,0,2
14509,1550,0,43,0,3,2
14511,2206,1,19,0,0,2
14513,1615,0,33,1,3,2
14516,734,0,57,0,0,2
14517,734,0,46,0,0,2
14519,950,0,35,0,0,2
14520,953,0,45,1,1,2
14521,1430,0,24,1,3,2
14522,2015,0,39,1,0,2
14523,2015,0,52,0,0,2
14525,650,0,49,1,6,1
14526,823,0,29,1,0,2
14527,840,0,35,1,3,2
14528,950,0,48,1,0,2
14529,1420,0,27,1,3,2
14534,1920,0,36,1,5,3
14535,2010,0,53,1,7,2
14537,2010,0,18,1,0,1
14540,743,0,55,1,0,2
14541,743,0,22,1,7,2
14542,1130,0,30,0,0,2
14543,830,0,30,1,3,2
14544,1510,0,28,1,3,2
14546,1840,0,51,1,3,1
14547,2030,0,44,1,3,2
14548,1030,0,41,1,3,2
14549,1310,0,16,1,3,2
14550,1840,0,24,1,0,2
14552,2317,0,36,1,1,2
14555,345,0,25,1,0,2
14556,1930,0,20,1,0,2
14557,1240,0,29,0,0,2
14558,1510,0,44,0,0,2
14560,1620,0,35,0,0,2
14562,2025,0,19,1,6,2
14563,820,0,30,0,3,2
14564,2230,0,18,0,0,2
14565,1225,0,85,1,0,2
14568,2115,0,19,0,0,2
14569,1217,0,40,0,0,2
14570,1217,0,26,1,0,2
14576,1837,0,23,1,0,1
14577,1915,0,22,1,5,1
14580,1706,0,52,1,0,2
14581,1755,0,7,0,3,2
14582,1855,0,33,1,0,2
14584,1855,0,30,1,0,2
14587,1915,0,16,0,2,2
14588,805,0,54,1,3,2
14589,825,0,22,0,0,2
14590,842,0,50,0,3,2
14591,1421,0,69,1,3,2
14592,1700,0,29,1,0,2
14593,1700,0,44,1,0,2
14595,1745,0,35,1,6,1
14597,915,1,35,0,0,2
14598,915,1,25,1,0,2
14599,1000,1,38,1,3,2
14600,1505,1,35,1,0,2
14601,1600,0,22,1,2,2
14602,1640,0,43,1,3,1
14608,2210,1,26,1,0,2
14610,2210,1,42,1,0,2
14612,503,1,30,1,16,1
14613,1345,1,25,0,0,2
14614,1345,1,43,0,0,2
14616,1455,1,23,1,0,1
14619,800,0,52,1,3,2
14621,1008,0,23,1,6,2
14622,1022,0,45,1,8,1
14623,1035,0,32,1,3,2
14624,1255,0,26,1,6,1
14626,1415,0,49,1,3,2
14627,1517,0,32,1,5,1
14628,1540,0,9,1,3,1
14631,1930,0,24,1,0,2
14633,1930,0,21,1,0,2
14634,925,1,43,1,3,2
14635,1630,1,30,0,0,2
14637,2145,1,20,1,3,2
14638,5,1,17,1,6,2
14639,130,1,23,1,0,2
14640,130,1,22,0,0,2
14641,808,1,33,1,6,1
14642,1135,0,50,0,7,2
14643,737,0,30,1,3,2
14644,737,0,48,1,3,2
14645,840,0,57,1,0,2
14646,840,0,29,0,0,2
14648,1114,0,52,1,0,2
14650,1805,0,30,0,0,2
14651,1842,0,38,0,0,2
14652,455,0,20,1,6,1
14653,1235,0,25,1,3,2
14654,1420,0,23,1,6,1
14655,1845,0,20,1,0,2
14656,2016,0,29,1,0,2
14657,148,0,48,1,0,2
14659,725,0,20,1,0,2
14660,2130,0,34,1,0,2
14662,1145,0,41,1,1,2
14663,1248,0,42,1,1,2
14664,1340,0,42,1,3,2
14665,1420,0,16,1,3,2
14666,1540,0,23,1,0,2
14670,1720,1,35,0,3,2
14671,755,1,31,0,3,2
14672,900,0,32,1,0,2
14677,2120,0,59,0,0,2
14678,2120,0,27,1,0,2
14680,539,1,43,1,0,2
14682,832,1,39,0,0,2
14683,850,1,26,1,6,2
14687,813,1,32,0,0,2
14688,813,1,27,0,0,2
14689,1415,0,26,1,3,2
14691,1930,0,21,1,3,2
14692,1350,0,38,1,0,2
14693,1520,0,43,1,0,2
14694,1705,0,26,0,0,2
14697,1840,0,29,1,4,2
14700,1624,0,33,1,3,2
14701,2000,0,47,1,5,1
14703,635,0,43,1,11,2
14704,635,0,47,1,11,2
14705,808,0,14,1,3,2
14710,2205,0,43,0,0,2
14711,2205,0,29,0,0,2
14718,1050,0,61,0,3,2
14719,1158,0,50,0,0,2
14721,1158,0,25,1,0,2
14724,1600,0,55,1,8,2
14727,40,0,22,1,0,2
14729,827,0,30,1,3,2
14730,810,0,28,0,0,1
14732,840,0,34,1,0,2
14733,830,0,26,1,3,2
14734,1420,0,29,1,6,2
14735,1710,0,59,0,0,2
14738,1910,0,24,1,0,2
14739,2020,0,42,1,3,2
14741,755,0,30,1,3,2
14742,1412,0,38,1,0,2
14745,1625,0,16,1,6,2
14746,205,0,20,1,0,2
14748,1345,0,17,0,0,2
14750,1523,0,47,0,0,2
14751,1730,0,25,0,4,2
14753,130,0,19,1,3,1
14754,1151,0,21,1,0,2
14756,1151,0,43,0,0,2
14758,1656,0,28,0,4,2
14760,1831,0,57,1,0,2
14764,1831,0,21,1,0,2
14767,105,0,23,1,0,2
14769,1643,0,42,1,4,1
14770,815,0,35,1,3,2
14771,1743,0,8,0,3,2
14772,1905,0,45,1,3,2
14775,1535,0,49,1,3,1
14776,1915,0,40,1,3,2
14777,1920,1,33,1,0,2
14778,201,0,38,1,0,2
14779,710,0,27,1,3,2
14781,1140,1,26,1,0,2
14782,1545,0,37,1,3,2
14783,1850,0,37,1,8,2
14786,2000,0,26,1,0,2
14787,830,0,41,0,0,2
14788,830,0,24,1,0,2
14789,900,0,24,0,3,2
14790,1015,0,23,1,3,2
14791,1120,0,59,0,0,2
14793,1425,0,24,0,0,2
14795,1559,0,15,1,3,2
14796,1735,0,22,1,3,2
14797,1740,0,35,1,3,2
14798,2000,0,19,1,6,2
14799,840,0,38,0,0,2
14802,1540,0,16,1,2,2
14803,1735,0,60,1,3,1
14804,1735,0,32,0,3,2
14806,2210,1,29,1,6,1
14807,640,0,56,0,0,2
14811,1235,0,35,0,15,2
14812,1534,0,26,1,0,2
14814,2050,0,26,1,0,2
14816,2106,0,25,0,0,2
14817,926,0,46,1,5,1
14818,1120,0,48,1,3,1
14819,850,0,29,0,0,2
14820,850,0,50,1,0,2
14821,1045,0,32,0,0,2
14822,1500,0,23,1,0,2
14824,1829,0,33,0,0,2
14829,1827,0,40,1,3,2
14830,1544,0,40,0,0,2
14831,1810,1,37,1,3,1
14833,1230,0,48,0,0,2
14835,1710,0,29,1,3,2
14836,1735,0,35,1,3,2
14839,835,0,57,1,0,2
14840,1700,0,31,0,6,2
14846,540,0,50,0,4,2
14848,1000,0,43,0,0,2
14849,1015,1,77,1,0,2
14850,1325,0,25,0,0,2
14851,1325,0,37,1,0,2
14857,609,1,51,1,0,2
14858,728,1,43,1,3,2
14859,728,1,65,1,0,2
14862,1430,0,39,1,7,2
14865,1715,1,22,0,2,2
14868,1,0,71,1,0,2
14869,1524,0,44,1,0,1
14870,1711,0,13,1,3,2
14871,1820,0,34,0,0,2
14872,1820,0,32,0,3,2
14877,1300,0,84,1,0,2
14879,1520,0,35,1,3,2
14883,810,0,32,0,0,2
14886,1340,0,26,1,3,1
14887,2010,0,67,0,0,1
14888,850,0,43,0,0,2
14890,850,0,31,0,0,2
14891,916,0,50,1,3,1
14892,750,0,29,0,0,2
14894,845,0,35,1,0,2
14897,1650,0,57,0,3,2
14898,945,0,68,1,0,2
14900,945,0,34,0,0,2
14902,1200,0,36,0,0,2
14909,2100,0,47,1,6,1
14910,728,0,29,1,3,2
14911,1745,1,27,0,0,2
14916,2130,0,21,1,0,2
14923,938,0,41,1,0,2
14925,1245,0,42,1,5,2
14927,1835,0,21,0,0,2
14928,820,0,37,0,0,2
14931,1415,0,34,1,0,2
14933,1110,0,32,1,1,2
14934,1625,0,50,1,8,2
14935,1659,0,29,1,5,2
14936,1740,0,19,1,0,2
14937,1925,0,30,1,0,2
14938,2330,0,24,1,0,2
14941,2345,0,26,1,0,2
14942,2340,0,31,1,0,2
14944,1515,0,21,0,0,2
14945,1515,0,55,1,8,1
14946,1532,0,28,0,6,2
14948,1724,0,47,0,0,2
14951,1930,0,31,0,0,2
14954,1605,0,50,1,0,2
14955,1605,0,44,1,0,2
14956,2010,0,19,1,8,2
14959,2235,1,35,1,3,2
14960,2315,1,28,1,2,2
14962,1230,0,24,1,0,2
14963,1505,0,27,1,8,1
14964,1505,0,33,0,0,2
14965,1907,0,11,1,3,2
14966,2157,0,35,0,0,2
14968,705,0,36,1,3,2
14969,845,0,26,0,0,2
14975,938,0,44,1,0,2
14976,1225,0,57,1,8,2
14977,2030,0,39,1,0,2
14980,19,0,37,0,0,2
14981,940,0,58,1,0,2
14982,940,0,54,0,0,2
14983,1112,0,81,1,15,1
14984,830,0,43,1,3,2
14985,2045,0,50,1,6,1
14987,1221,1,59,1,3,2
14990,1645,0,49,1,0,2
14992,2126,0,44,1,8,1
14993,945,1,17,1,2,2
14994,1050,1,20,0,0,2
14995,1050,1,27,1,0,2
14996,1050,1,35,0,0,2
14999,1645,1,42,0,0,2
15000,2210,1,28,1,3,2
15001,230,0,32,1,1,2
15002,956,0,25,0,0,2
15003,956,0,53,0,0,2
15006,945,0,65,1,0,2
15009,1522,0,62,1,0,2
15010,1610,0,35,1,0,2
15012,2010,0,28,1,0,2
15013,2010,0,71,0,0,2
15016,823,0,29,0,0,2
15017,823,0,57,0,0,2
15019,1635,0,23,1,3,2
15020,735,0,37,0,3,1
15021,851,0,69,1,0,2
15023,1243,0,23,1,0,2
15025,1700,0,20,1,2,1
15026,1730,0,22,0,0,2
15028,1750,0,30,1,3,2
15029,1912,0,23,0,0,1
15031,1912,0,47,1,0,2
15032,2155,0,41,1,8,1
15033,735,0,61,1,0,1
15034,1020,0,35,1,3,2
15035,1634,0,31,0,0,2
15039,1810,0,29,1,0,1
15040,1040,0,81,0,15,2
15041,1610,0,39,1,3,2
15043,1915,0,23,0,0,2
15044,1915,0,18,1,0,2
15049,2045,0,22,0,0,2
15054,54,1,22,1,0,2
15056,1853,0,81,0,0,2
15060,2134,0,24,1,0,3
15063,2116,0,64,1,0,2
15064,745,0,37,1,3,1
15067,1413,0,38,1,0,2
15068,1652,0,22,1,0,2
15069,1700,0,41,0,0,2
15070,1820,0,41,1,8,2
15072,1345,0,27,0,0,2
15074,1545,0,21,1,0,2
15075,1634,0,19,1,0,2
15076,2017,0,17,1,6,2
15077,905,0,41,1,3,1
15079,1555,0,43,1,0,2
15080,850,0,40,1,0,2
15081,1700,0,56,1,5,2
15082,1730,0,41,1,0,2
15084,1900,1,38,1,0,2
15085,2200,1,62,1,0,2
15086,2200,1,18,1,0,2
15089,2315,1,28,0,0,3
15090,2315,1,63,1,7,1
15092,800,1,22,0,0,2
15094,1335,0,54,0,0,2
15095,1400,0,50,1,0,2
15096,1733,0,32,1,0,2
15097,1733,0,20,1,0,2
15099,1845,0,41,0,0,2
15100,1330,0,20,1,0,2
15102,643,0,20,1,3,2
15104,850,0,32,0,3,2
15105,1445,0,20,1,0,2
15107,1545,0,57,1,6,2
15108,2000,0,36,0,0,2
15109,1838,0,49,0,0,2
15110,1333,0,30,1,5,2
15112,445,1,30,1,7,2
15113,725,1,24,1,0,2
15114,725,1,33,0,0,2
15115,1320,0,86,0,0,2
15116,1320,0,52,1,0,2
15117,1543,0,26,1,11,2
15120,1800,0,41,1,6,1
15121,1900,0,39,1,3,2
15122,842,0,31,1,1,2
15124,945,0,13,1,3,2
15125,1459,0,22,0,0,1
15127,1500,0,30,1,3,2
15128,1630,1,53,1,3,2
15129,1700,0,27,1,3,2
15130,2033,0,43,1,0,2
15131,2048,0,54,1,0,2
15133,715,0,52,1,0,2
15134,717,0,38,1,0,2
15136,1710,0,49,1,3,2
15137,1715,0,17,1,0,2
15141,1235,1,30,1,6,2
15142,1430,0,20,1,3,2
15145,1820,1,28,1,0,2
15146,1834,0,22,0,0,2
15147,1904,1,20,1,0,2
15152,2015,0,30,0,0,2
15154,2134,1,31,1,0,2
15155,2209,1,46,1,0,2
15157,830,1,34,1,0,2
15158,830,1,26,1,0,2
15159,830,1,48,0,0,2
15161,1330,0,86,1,0,1
15163,1610,0,27,1,0,2
15164,1610,0,54,1,0,2
15165,1753,1,48,1,0,1
15166,1851,0,42,1,3,2
15167,109,1,31,0,0,2
15178,735,0,45,0,0,2
15179,1400,0,75,1,0,2
15180,1400,0,67,1,0,2
15182,1610,0,81,1,0,1
15185,2020,0,22,1,8,1
15186,1627,1,23,0,0,2
15187,1920,1,32,1,0,2
15189,1113,0,17,1,0,2
15190,1210,1,74,1,0,2
15193,1512,1,16,1,2,2
15194,856,0,33,1,0,2
15195,1035,0,25,1,6,1
15196,1035,0,17,1,7,2
15201,2215,1,49,1,1,2
15202,2350,1,17,1,0,2
15204,1600,0,18,1,5,1
15206,1730,0,38,1,3,2
15207,1800,0,35,0,0,2
15209,1840,0,34,0,0,2
15211,2030,1,43,1,3,2
15212,2041,1,53,1,3,1
15213,815,0,30,1,3,2
15215,1057,0,37,0,0,2
15217,1848,0,18,0,0,2
15224,1905,0,44,1,3,1
15225,5,0,72,1,0,2
15226,1155,0,30,1,3,2
15228,1752,1,25,1,0,2
15229,1752,1,28,1,7,1
15230,640,0,19,0,0,2
15233,1110,0,43,1,8,3
15234,1539,1,62,1,0,2
15237,1635,0,47,1,3,1
15238,1550,0,18,1,6,2
15242,1500,0,59,0,0,1
15243,1830,0,36,0,3,2
15244,1845,0,29,1,0,2
15245,1145,0,55,1,3,1
15246,1315,0,23,1,0,2
15248,1345,0,34,1,6,2
15251,1532,0,52,1,0,2
15252,1615,0,80,0,0,2
15253,1,0,34,1,0,2
15260,1350,1,19,1,6,2
15261,1000,0,30,1,0,2
15262,1530,0,30,1,0,2
15263,2133,0,41,0,0,2
15267,10,0,30,1,0,2
15271,1455,0,27,1,6,2
15276,1600,0,31,0,0,2
15278,1144,0,24,1,0,2
15279,1144,0,46,1,0,2
15281,1715,0,25,1,3,2
15283,455,1,20,0,0,2
15284,633,0,34,1,0,2
15285,948,0,27,1,3,1
15286,1302,0,30,1,6,2
15287,1733,0,61,1,0,2
15288,1733,0,35,0,0,2
15289,1944,0,45,1,0,2
15290,1944,0,50,1,1,2
15293,1355,0,56,0,0,2
15297,1511,0,50,1,5,2
15298,1530,0,30,0,0,2
15299,1826,1,21,1,0,2
15300,2314,1,70,1,0,2
15304,1736,0,25,1,0,2
15306,1625,0,27,0,0,2
15307,1917,0,21,0,0,2
15308,1037,0,68,1,8,2
15309,1458,0,20,1,16,1
15310,1031,0,44,0,0,2
15311,1644,0,14,1,3,2
15312,1845,0,26,1,3,2
15313,2006,0,38,1,7,2
15314,1055,0,58,0,0,2
15319,1430,0,73,1,3,2
15320,640,0,43,1,3,2
15321,719,1,43,0,3,2
15322,850,0,37,1,3,1
15323,1100,0,23,1,0,2
15324,1300,0,24,1,3,2
15327,2049,0,38,1,0,1
15328,550,0,21,1,3,2
15329,635,0,20,1,6,2
15330,1330,0,25,0,0,2
15331,1744,0,50,0,3,2
15332,1925,0,21,0,3,2
15334,617,0,51,1,5,2
15335,1829,0,46,1,3,2
15337,1213,0,61,1,8,2
15338,1300,0,63,0,0,2
15339,1300,0,40,1,3,2
15340,1747,0,22,1,3,2
15341,800,0,36,0,3,2
15342,2142,0,24,0,0,2
15343,1150,0,26,1,0,2
15345,1420,1,29,1,0,2
15349,1632,0,43,0,0,2
15350,2138,0,49,1,0,2
15352,1845,0,20,1,0,1
15353,2049,0,23,1,6,2
15354,930,0,23,1,0,2
15355,930,0,36,1,0,2
15356,1315,0,22,0,0,2
15358,955,0,29,1,0,2
15359,1311,0,27,1,0,2
15360,1250,0,46,1,0,2
15361,1640,0,51,1,3,1
15362,28,0,26,1,0,2
15363,28,0,43,1,0,2
15365,728,0,38,1,1,2
15367,825,0,46,0,0,2
15368,950,0,19,1,6,2
15371,1150,0,24,1,0,2
15372,1300,0,75,0,0,2
15373,1300,0,67,0,0,2
15374,1945,0,47,1,3,2
15375,1419,0,77,1,0,3
15377,1505,0,49,0,3,2
15378,1800,0,45,0,0,2
15383,1708,0,13,1,3,1
15385,1940,0,19,1,6,1
15386,2120,0,17,1,3,2
15387,2100,0,16,1,2,1
15388,2100,0,29,1,3,2
15389,1215,0,25,1,3,2
15390,1446,0,41,0,0,2
15391,1515,0,26,1,3,2
15392,1635,0,55,1,3,2
15394,2207,0,33,0,0,1
15403,1725,0,15,1,3,2
15405,809,0,61,1,1,2
15406,1201,0,27,1,0,2
15408,1110,0,52,1,3,2
15409,1330,0,22,1,3,2
15412,845,1,23,1,6,2
15413,1040,1,35,0,0,2
15415,1245,0,16,1,3,2
15417,854,0,48,1,0,2
15419,1320,0,20,0,0,2
15424,1721,0,27,0,0,2
15425,724,0,46,1,3,2
15426,930,0,42,0,0,2
15427,1110,0,20,1,0,2
15428,1230,0,18,0,0,2
15430,1620,0,25,1,3,2
15431,1623,0,32,1,3,2
15433,2121,1,20,1,0,2
15438,845,0,32,0,0,2
15439,1030,0,32,1,3,2
15442,1200,0,36,1,0,2
15443,730,0,16,1,3,2
15444,1516,1,15,1,3,2
15448,539,1,28,1,0,3
15451,712,1,50,0,0,2
15453,908,0,37,1,1,2
15456,1545,1,23,1,0,2
15458,1920,0,59,1,8,1
15459,830,0,49,1,3,2
15460,1030,0,53,1,0,2
15461,1030,0,26,1,0,2
15463,1753,0,42,0,0,2
15464,1753,0,46,1,0,2
15465,1800,0,28,1,3,2
15467,550,0,29,0,3,2
15468,745,0,68,1,3,2
15469,752,0,38,1,3,2
15470,820,0,18,1,6,1
15471,1340,0,22,1,3,2
15473,1710,0,37,1,7,2
15475,625,1,35,1,3,1
15476,840,0,19,1,6,1
15479,1707,0,23,1,3,2
15480,1700,0,28,0,0,2
15482,1800,0,18,0,0,2
15483,1800,0,56,1,0,1
15485,1900,0,25,1,0,2
15486,1910,0,30,0,0,2
15487,1910,0,32,0,0,2
15488,1045,0,16,1,3,2
15491,1945,0,29,1,3,2
15492,1250,0,24,1,3,2
15493,1440,0,25,1,6,1
15494,1215,0,23,1,6,2
15497,1629,0,57,1,8,2
15498,1748,0,45,1,0,2
15502,44,0,28,1,8,1
15503,645,0,36,1,3,2
15506,1035,0,31,0,3,2
15511,1642,1,46,1,2,2
15512,1658,0,38,1,8,2
15513,1451,0,21,1,3,2
15515,1730,0,29,0,3,2
15516,525,0,47,1,3,1
15518,1035,0,27,1,6,1
15519,1325,0,48,1,0,2
15520,1504,0,57,1,3,2
15522,1626,0,34,1,8,2
15523,1657,0,21,0,0,2
15525,845,0,23,0,0,2
15526,940,0,54,1,3,2
15529,1810,0,67,1,0,2
15530,1810,0,30,0,0,2
15531,1814,0,17,1,6,2
15533,2020,0,52,1,11,3
15534,631,0,48,0,0,2
15536,1050,0,52,1,11,1
15537,1550,0,35,0,0,2
15538,1805,0,24,1,0,2
15540,908,1,48,1,3,2
15541,1114,0,35,1,0,2
15544,1434,0,46,1,0,2
15549,1137,0,21,1,5,1
15553,2347,0,61,1,3,2
15556,1109,1,23,1,4,2
