,Time,Surface,Age,Sex,Vehicle,Severity
5093,1725,1,74,1,0,2
5094,1725,1,58,1,0,2
5097,1017,1,33,1,2,2
5098,955,1,33,0,0,2
5099,955,1,81,0,0,1
5100,1404,1,30,0,0,2
5103,1734,1,22,0,0,2
5104,1524,0,21,1,3,2
5106,1810,0,11,1,3,2
5107,1310,0,44,1,9,2
5108,1945,0,86,1,0,1
5110,815,0,24,1,0,2
5111,600,1,33,1,0,2
5114,1000,1,34,0,0,2
5116,1350,1,42,1,0,2
5121,2200,1,26,1,5,2
5122,1615,0,22,1,0,2
5123,1710,0,30,1,3,2
5124,1603,0,76,1,0,2
5125,705,1,73,0,0,2
5127,1255,0,61,1,0,2
5129,1550,0,21,1,3,2
5131,1630,0,17,1,3,2
5134,800,0,16,1,8,2
5135,1430,0,41,0,0,2
5136,710,1,46,0,0,2
5137,1520,0,25,1,6,1
5138,645,0,40,1,3,1
5139,1220,0,31,1,0,2
5143,948,1,19,1,3,2
5146,1105,0,77,1,0,2
5148,1705,0,51,1,3,2
5151,1642,0,60,0,0,1
5152,2028,0,22,1,0,2
5155,1730,0,46,1,3,2
5157,2019,0,26,0,0,2
5158,1200,0,28,1,3,2
5160,1535,0,41,1,3,2
5163,1610,0,30,0,0,2
5164,1315,0,50,1,3,2
5165,820,0,37,0,8,2
5166,850,0,31,1,0,2
5170,1025,0,46,0,0,2
5171,1800,0,18,1,3,2
5172,1057,0,47,0,0,1
5173,725,1,51,1,8,2
5174,725,1,51,0,0,2
5175,900,0,29,1,3,2
5176,1030,0,20,0,0,2
5177,1030,0,20,1,0,2
5181,1824,1,48,0,0,2
5185,610,0,31,1,3,2
5186,2240,0,24,1,0,2
5187,2240,0,29,1,0,2
5188,1340,0,54,1,0,2
5189,2201,1,20,1,7,2
5195,1635,1,24,0,0,2
5196,1635,1,83,1,0,2
5200,1710,1,48,1,8,2
5201,1145,0,77,1,0,2
5202,1145,0,49,1,7,2
5206,1845,1,26,0,3,2
5207,1700,0,58,1,0,2
5209,928,0,64,1,11,2
5210,1645,0,56,1,3,2
5212,1345,0,43,1,3,2
5213,1130,0,40,1,3,1
5214,1800,0,21,1,0,2
5218,1415,0,71,0,0,2
5219,1415,0,30,0,0,2
5221,1600,0,31,1,0,2
5222,1600,0,54,0,0,2
5223,1015,0,43,1,0,2
5224,2250,1,18,0,0,2
5226,920,0,27,1,3,2
5227,720,1,28,1,8,1
5230,1740,0,44,0,0,2
5231,1815,0,43,1,0,2
5234,1345,0,46,0,0,1
5237,1239,1,43,1,0,2
5239,1415,0,84,1,4,2
5240,840,0,41,0,0,2
5243,710,0,22,1,0,1
5245,1550,0,46,0,0,2
5246,1550,0,30,1,3,2
5247,2030,0,24,1,3,2
5248,1050,0,25,1,6,2
5249,2250,0,19,1,0,2
5250,1935,0,25,0,0,2
5252,1950,0,39,1,0,2
5255,1140,0,66,1,4,1
5256,1945,0,44,1,0,2
5259,1430,0,30,1,0,2
5260,1615,0,43,0,0,2
5261,1625,0,43,0,0,2
5264,2049,1,79,1,0,1
5269,653,0,22,1,6,1
5271,1315,0,25,1,6,2
5272,1735,0,13,1,3,2
5273,1545,0,12,1,3,2
5274,2100,0,85,1,0,1
5275,2100,0,28,1,0,2
5276,2340,0,34,1,0,2
5277,2340,0,45,1,0,2
5279,1630,0,21,1,0,1
5280,1428,0,35,0,0,2
5281,200,0,20,1,0,2
5282,200,0,22,1,0,2
5285,1230,0,36,0,0,2
5289,2230,0,18,1,6,2
5290,1058,0,40,1,0,2
5291,840,0,40,1,0,2
5293,810,0,20,0,0,2
5294,810,0,44,1,0,2
5296,1818,0,53,0,0,2
5298,1415,0,46,1,9,2
5299,1415,0,43,1,0,2
5300,1510,0,24,1,6,2
5302,1430,0,50,1,3,2
5303,1430,0,57,1,3,2
5304,955,1,19,1,0,2
5306,755,1,32,1,3,1
5307,1450,1,34,1,0,2
5310,1020,0,38,0,0,2
5311,1945,0,23,1,3,2
5315,351,0,19,1,6,2
5318,1500,1,25,1,0,2
5320,800,0,39,0,0,2
5322,2120,0,44,0,0,2
5323,905,0,58,1,1,2
5324,1400,0,23,1,0,2
5325,830,0,48,1,8,2
5326,1315,1,27,1,0,2
5327,1714,1,36,1,0,2
5331,1200,0,36,1,6,2
5332,1230,0,24,1,0,2
5334,1935,0,16,1,5,2
5337,315,0,25,1,8,1
5339,1320,0,41,1,0,2
5341,1730,0,41,1,0,2
5342,1820,0,19,0,0,2
5344,1705,0,36,1,0,2
5345,1705,0,49,1,0,2
5347,1900,1,18,0,0,2
5349,753,0,49,1,3,2
5352,1644,1,55,1,3,3
5353,1900,1,45,1,3,1
5354,2250,0,35,1,0,2
5355,2300,1,34,1,1,2
5357,1645,1,46,1,10,2
5358,1645,1,44,1,0,1
5360,1029,0,32,1,0,2
5361,1029,0,49,1,0,2
5362,925,0,61,1,0,2
5363,925,0,34,1,0,2
5364,925,0,24,0,0,2
5365,840,0,10,1,3,2
5366,1430,0,86,1,4,2
5367,1400,0,37,1,7,2
5368,815,0,69,1,0,2
5371,842,1,39,1,0,2
5373,1955,0,35,1,8,2
5374,1739,1,13,1,3,2
5378,1810,1,28,0,0,2
5379,1700,1,15,1,3,2
5380,1115,1,33,0,6,2
5381,1910,0,18,1,0,2
5382,1910,0,31,1,0,2
5383,1215,0,77,0,4,2
5384,1538,1,43,0,0,2
5385,845,0,30,1,0,2
5386,1650,1,43,1,5,2
5387,1355,0,19,1,3,2
5391,905,0,51,1,3,2
5393,1500,1,37,1,3,2
5394,1835,0,43,1,0,2
5399,1730,1,21,1,0,2
5400,1730,1,48,0,0,2
5405,1700,1,27,0,0,2
5407,1005,1,83,1,0,2
5409,1420,0,73,0,0,1
5411,1430,0,25,0,0,2
5412,1710,1,21,1,3,2
5413,755,1,63,1,0,2
5414,1345,0,67,1,0,2
5416,900,0,24,1,0,2
5417,1945,1,28,0,0,2
5418,1645,1,64,1,0,2
5420,845,1,42,0,0,2
5421,15,1,18,1,0,2
5425,930,1,27,1,0,2
5426,1555,1,57,0,0,2
5427,1555,1,19,1,0,2
5431,1618,1,46,1,3,2
5432,2300,0,32,1,0,2
5435,710,0,33,0,0,2
5436,840,0,29,0,0,2
5438,1,0,29,1,0,2
5440,2255,1,20,0,0,2
5443,2010,1,26,0,4,2
5444,1530,0,59,0,0,2
5445,1530,0,29,0,0,2
5447,1325,0,54,1,0,2
5450,1135,0,34,1,7,2
5451,2035,0,19,0,0,2
5453,120,0,39,1,0,2
5457,1600,0,28,1,0,2
5458,1600,0,72,1,0,2
5461,1800,0,38,1,0,2
5462,840,1,20,1,0,2
5465,1520,0,69,0,0,1
5466,1520,0,39,0,0,2
5467,1131,1,27,0,0,2
5468,1131,1,25,0,0,2
5469,1435,0,29,1,0,2
5470,1435,0,30,1,0,2
5473,1430,0,22,0,0,2
5475,1655,1,53,1,7,2
5477,1535,0,64,1,3,2
5478,1220,0,30,1,0,2
5479,1700,0,30,1,0,2
5480,2144,0,15,1,3,2
5481,1840,1,22,0,0,2
5482,1235,1,63,0,0,2
5484,1555,0,32,0,0,2
5485,1555,0,45,0,0,2
5486,1738,1,18,1,0,2
5488,1440,0,67,0,0,2
5489,1440,0,46,0,0,2
5491,435,5,36,1,0,2
5493,1737,1,19,0,0,2
5494,1430,0,47,1,5,1
5495,1108,0,58,0,2,2
5496,2150,1,20,1,0,1
5502,1900,1,17,1,5,1
5503,1945,1,47,0,0,2
5504,1705,1,59,1,0,2
5505,1705,1,29,1,0,2
5506,1705,1,35,1,0,1
5507,1705,1,66,0,0,2
5508,630,1,45,0,0,2
5509,1837,1,58,1,0,2
5510,1837,1,25,0,0,2
5513,755,0,44,1,0,2
5514,2200,1,29,0,0,2
5515,1445,1,19,1,3,2
5516,1800,1,23,0,0,2
5517,1800,1,32,1,0,2
5518,1800,1,26,0,0,2
5520,1555,1,75,1,0,2
5523,2015,1,46,0,0,2
5524,2130,1,54,1,1,2
5525,2002,1,20,1,0,2
5526,1840,1,31,0,0,2
5527,1750,1,41,1,3,1
5528,1336,1,61,1,0,2
5529,1227,0,50,1,8,1
5530,2030,1,38,1,0,2
5531,2030,1,48,0,0,2
5533,1510,0,15,1,3,2
5534,2144,1,40,1,0,1
5535,1715,1,27,1,0,2
5537,1835,1,18,1,6,2
5541,845,0,51,1,0,2
5543,1140,0,43,1,0,2
5550,1817,1,38,0,0,2
5553,815,0,47,0,0,2
5554,2325,0,30,1,0,2
5561,2105,0,24,0,0,2
5562,2105,0,21,1,0,2
5563,1500,1,24,0,0,2
5565,1815,0,29,1,8,2
5567,1815,1,29,1,3,2
5568,1355,0,61,1,0,2
5569,1355,0,43,0,0,2
5570,1430,0,27,1,0,2
5571,1430,0,26,1,0,2
5574,1822,0,43,1,0,2
5575,910,1,46,1,10,2
5576,910,1,29,0,0,2
5577,930,0,49,1,0,2
5578,930,0,41,1,0,2
5580,815,0,57,0,0,2
5581,1425,0,50,1,0,2
5584,2025,0,18,1,5,2
5585,1125,0,41,1,9,2
5586,1610,0,44,1,0,2
5587,900,1,26,0,0,2
5588,1430,1,53,1,0,2
5589,1430,1,60,0,0,2
5591,1920,0,53,1,3,2
5593,720,0,21,0,0,2
5595,2110,1,45,1,3,2
5598,2045,1,46,0,0,2
5599,1805,1,39,0,0,2
5601,1200,0,22,0,0,2
5602,2000,0,30,1,0,2
5603,2000,0,25,1,1,2
5607,1300,0,27,0,3,2
5608,1420,1,19,0,0,2
5609,1420,1,41,1,0,2
5610,330,3,39,1,0,2
5614,1725,3,24,0,0,2
5616,655,5,41,0,0,2
5617,2151,3,15,1,3,2
5618,1345,0,27,0,0,2
5619,1345,0,73,1,0,2
5621,536,3,32,1,0,2
5622,840,3,28,0,0,2
5623,840,3,49,0,0,2
5624,1055,0,62,1,0,2
5626,1402,1,23,0,0,2
5627,1000,5,37,0,0,2
5628,715,3,32,1,0,2
5629,1830,5,57,0,0,2
5630,1745,1,43,0,0,2
5631,640,1,21,1,0,2
5633,1950,5,38,1,0,2
5635,1620,3,36,0,0,2
5638,750,0,50,1,0,2
5640,735,3,36,1,0,2
5641,915,1,71,1,0,2
5642,1815,0,45,1,0,2
5643,1705,3,19,1,0,2
5644,1705,3,23,1,7,2
5645,1849,3,33,1,0,2
5648,1225,5,30,0,0,2
5649,355,1,26,0,0,2
5654,1015,5,44,1,6,1
5655,800,5,26,1,0,2
5657,1036,5,72,1,0,2
5658,908,5,41,0,0,2
5659,1448,5,39,0,0,1
5661,1500,5,38,0,0,2
5662,905,5,29,0,0,2
5663,1015,5,38,1,0,2
5664,830,5,41,0,0,2
5665,930,5,53,1,7,2
5668,1200,1,28,0,0,2
5669,1515,5,69,0,0,2
5670,1945,1,72,1,0,2
5676,30,5,30,1,0,2
5677,740,0,24,0,0,2
5678,1630,1,24,0,0,2
5680,2150,5,20,0,0,2
5681,2335,1,20,1,0,2
5682,800,3,29,1,0,2
5688,1045,5,32,1,0,2
5691,1630,1,48,0,0,2
5695,1230,5,34,0,0,2
5696,1230,5,48,0,0,2
5698,2235,1,20,0,0,2
5699,1732,1,48,1,7,2
5700,1700,1,52,0,0,2
5701,540,0,28,1,0,2
5702,1120,0,26,0,0,2
5705,1925,1,61,0,0,2
5706,900,0,37,1,4,1
5711,1005,1,45,0,0,2
5712,1316,0,61,1,0,2
5713,1316,0,37,0,0,2
5715,1455,1,24,1,0,2
5716,1455,1,36,1,0,2
5718,920,0,35,0,0,2
5720,1545,1,32,1,0,2
5721,1555,1,19,1,0,2
5722,1658,1,28,1,3,2
5723,545,1,37,1,3,2
5725,1910,1,24,1,0,2
5727,1815,0,32,1,0,2
5730,1745,1,50,1,3,2
5731,1730,0,33,1,0,2
5732,1815,0,39,1,2,1
5733,745,0,47,1,0,2
5734,805,1,31,1,0,2
5735,2115,5,17,0,0,2
5737,1720,0,23,0,0,2
5739,1447,3,41,1,0,2
5740,2100,0,57,0,0,2
5742,1820,0,28,1,0,2
5745,1633,0,25,1,0,2
5746,1310,0,30,0,0,2
5747,1310,0,34,0,0,2
5748,1745,0,58,1,0,2
5750,1630,1,50,1,0,2
5752,909,3,40,1,1,2
5756,1200,5,64,1,0,2
5757,1540,0,24,1,0,2
5759,903,5,25,0,0,2
5761,1355,1,65,1,0,2
5762,1355,1,47,1,0,2
5763,1020,0,31,1,3,2
5765,2100,5,28,1,0,2
5767,1255,1,26,1,1,2
5768,1255,1,25,1,0,2
5772,1435,5,32,0,0,2
5773,1400,0,22,1,0,2
5774,1152,5,68,0,0,2
5775,1152,5,38,0,0,2
5782,1815,1,40,1,0,2
5783,700,5,40,1,0,2
5784,700,5,35,1,0,2
5786,720,5,18,1,0,2
5787,805,5,24,0,0,2
5788,805,5,61,0,0,2
5791,1430,0,75,1,0,2
5792,1430,0,29,0,0,2
5793,1430,0,30,1,0,2
5796,1810,0,33,1,0,2
5797,1810,0,26,1,0,2
5798,1159,0,42,1,10,2
5801,1845,0,55,1,0,2
5804,1800,1,39,1,0,2
5805,1330,0,26,1,0,2
5806,811,5,75,1,0,2
5808,1410,0,21,1,0,2
5811,1615,0,30,0,0,2
5812,1130,0,42,0,0,2
5815,848,1,40,0,0,2
5820,1610,1,58,1,0,2
5825,710,0,38,1,0,2
5826,710,0,42,1,0,2
5828,542,1,21,1,0,2
5830,324,1,34,1,0,2
5831,2205,1,31,1,0,2
5832,2105,0,30,1,0,1
5835,1435,0,68,1,0,2
5839,2003,0,41,1,0,2
5841,735,0,30,0,0,2
5842,735,0,36,0,0,2
5843,735,0,29,0,0,2
5846,1725,1,23,0,0,2
5848,555,1,35,1,3,2
5849,1715,1,20,1,3,2
5851,1720,1,39,0,3,2
5852,1445,0,39,1,0,2
5853,1825,1,49,1,3,2
5854,1840,1,30,1,0,2
5858,1800,1,37,0,0,2
5859,905,2,32,1,0,2
5860,800,1,40,1,6,2
5861,1023,3,85,1,0,2
5862,1240,3,49,0,0,2
5863,1240,3,28,0,0,2
5864,1057,3,66,0,0,2
5866,1355,0,59,0,0,2
5870,1330,0,43,1,0,2
5872,1710,1,18,1,0,2
5873,1710,1,34,1,0,2
5875,1200,0,57,1,0,2
5878,305,2,56,1,0,2
5880,533,2,29,1,0,2
5881,1420,0,29,1,0,2
5884,810,2,32,0,0,2
5885,810,2,32,0,0,2
5886,850,2,44,1,6,2
5887,928,2,46,0,0,2
5888,928,2,32,0,0,2
5889,900,0,40,1,11,2
5891,802,0,20,1,0,2
5895,745,0,34,1,0,2
5896,1400,0,21,1,3,2
5897,1740,1,35,1,0,2
5898,1740,1,54,1,0,2
5899,1740,1,24,1,0,2
5902,1715,0,52,0,0,2
5903,1715,0,51,1,0,2
5904,712,1,62,1,0,2
5905,830,1,39,0,0,2
5908,1230,0,29,1,0,2
5909,755,1,26,1,3,2
5911,900,0,61,1,0,2
5912,755,0,30,0,0,2
5913,1635,0,59,1,3,2
5916,1940,1,26,1,0,1
5917,1940,1,30,1,0,2
5918,1800,0,22,0,0,2
5920,1025,1,66,1,0,2
5921,1025,1,33,1,0,2
5922,1025,1,46,1,0,2
5925,1350,0,49,1,0,2
5927,1513,1,56,1,7,2
5928,1750,1,41,0,0,2
5929,1725,1,58,1,0,1
5932,1938,0,35,1,0,2
5933,105,0,35,0,0,2
5934,100,0,53,1,0,2
5937,1250,0,29,1,0,2
5938,1145,0,18,0,0,2
5940,1345,0,49,1,0,2
5943,1715,0,19,0,0,2
5944,750,2,51,1,0,2
5946,900,2,33,0,0,2
5951,1700,0,18,1,3,2
5953,1640,0,50,1,8,1
5954,755,0,58,1,3,1
5955,1000,0,44,1,0,2
5956,1005,0,42,1,7,2
5957,1830,0,35,0,0,2
5959,850,2,43,1,3,1
5962,1650,0,39,0,0,2
5963,1650,0,39,1,0,2
5965,35,2,35,1,0,2
5966,1640,0,21,0,0,2
5967,1640,0,20,1,0,2
5970,1330,0,21,1,0,1
5972,2039,1,25,1,0,2
5974,1358,0,44,0,0,2
5975,13,1,21,1,0,2
5978,2125,1,45,1,1,2
5979,1635,0,39,1,5,2
5982,2310,0,28,1,0,2
5984,1945,0,30,1,0,2
5986,1515,0,53,1,0,2
5987,1725,0,19,1,0,2
5988,1725,0,43,0,0,2
5991,1855,1,41,0,0,2
5993,1820,0,22,1,5,1
5994,2255,0,24,1,0,2
5995,2126,1,18,1,0,1
5998,1815,0,19,1,3,2
5999,831,1,39,1,0,2
6000,831,1,31,0,0,2
6001,845,0,28,1,8,2
6002,1700,1,17,1,0,1
6004,1829,1,24,1,0,2
6005,1829,1,25,1,0,2
6006,1845,1,24,1,6,2
6007,853,0,35,0,0,2
6008,853,0,31,0,0,2
6009,850,1,45,0,0,2
6010,1033,0,41,1,0,2
6012,1350,0,39,1,0,2
6013,1640,0,31,0,0,2
6014,1714,0,36,1,0,2
6015,1714,0,49,0,0,2
6016,1703,0,18,1,8,2
6019,1850,0,26,1,0,1
6021,50,1,37,0,0,2
6022,1225,0,32,1,0,2
6026,1550,0,19,1,3,2
6028,2110,2,41,0,0,2
6029,2110,2,22,1,0,2
6032,816,0,45,0,3,2
6033,1402,0,67,0,0,1
6034,830,0,59,1,0,2
6035,1225,0,28,1,3,2
6039,2110,2,23,1,0,2
6042,1430,0,79,0,0,2
6043,1440,0,32,1,0,2
6045,1915,1,66,1,0,2
6046,1915,1,35,0,0,2
6049,1848,1,43,1,3,2
6050,1730,0,19,1,0,2
6053,853,0,37,1,0,2
6055,1500,0,20,1,3,2
6059,740,1,21,0,0,1
6060,1245,0,47,1,0,2
6061,1235,0,47,1,7,2
6062,1235,0,49,1,0,2
6064,1800,1,40,1,0,1
6065,1800,1,53,1,0,2
6066,1800,1,29,0,0,2
6067,1800,1,25,1,0,2
6068,1750,1,37,1,3,2
6069,1512,0,28,1,0,2
6070,620,1,33,1,3,2
6071,950,0,44,1,0,2
6072,1130,0,71,0,0,2
6073,1650,1,62,1,0,2
6074,1930,0,52,1,3,2
6075,1625,1,39,1,0,2
6076,1625,1,40,1,0,2
6079,700,1,38,1,0,2
6087,1619,0,57,1,9,2
6090,1952,1,23,1,0,2
6091,1952,1,19,0,0,2
6099,1630,0,39,1,0,2
6101,1716,1,49,1,3,2
6103,2312,1,31,1,0,2
6105,128,0,39,1,7,2
6107,1945,0,22,0,0,2
6111,850,0,38,1,8,2
6113,1153,0,22,1,3,2
6116,1630,1,22,1,0,2
6117,1630,1,24,1,0,2
6123,830,0,38,0,0,2
6124,830,0,38,0,0,2
6130,715,0,39,1,3,2
6131,930,1,31,1,0,2
6132,1135,0,38,0,0,2
6135,2330,1,25,0,0,2
6138,15,1,41,1,11,2
6139,15,1,28,0,0,1
6143,1344,0,66,0,0,2
6146,1610,0,36,1,0,2
6147,1200,0,21,1,0,2
6149,510,1,22,0,0,2
6151,2120,1,27,1,2,2
6152,1910,0,23,1,0,2
6153,840,0,36,1,0,2
6154,840,0,31,1,3,2
6156,1130,0,20,1,0,2
6157,1620,1,50,1,3,2
6158,1720,0,36,1,3,2
6159,2105,0,42,1,3,2
6161,840,0,48,0,0,2
6163,1320,1,20,1,5,2
6165,1744,1,19,1,0,2
6167,1803,1,18,1,0,2
6168,1825,1,25,1,3,2
6171,1545,1,32,0,0,2
6173,1110,0,48,1,0,2
6174,1415,1,69,0,0,2
6175,1355,0,24,1,5,2
6176,1445,0,28,0,3,1
6177,1945,1,53,1,1,2
6178,1450,1,51,1,0,2
6181,905,0,25,0,0,2
6182,905,0,40,0,0,2
6183,645,1,41,1,5,2
6189,1828,0,22,0,0,2
6193,645,1,24,1,3,2
6194,1402,1,45,1,0,2
6199,1620,0,21,0,0,2
6205,700,1,42,0,0,2
6206,1705,1,50,1,0,2
6207,1705,1,49,0,0,2
6208,627,1,56,1,0,1
6212,1326,0,31,0,0,2
6213,1326,0,21,1,0,2
6214,1326,0,19,1,7,2
6216,1608,0,28,1,0,2
6219,1745,0,35,1,3,1
6220,2112,0,35,1,0,2
6223,1610,0,57,1,3,2
6224,1910,0,22,0,0,2
6225,250,0,27,1,0,2
6226,800,1,37,1,0,2
6227,1000,1,34,0,0,2
6228,1000,1,38,1,0,2
6230,2140,0,38,1,0,2
6231,1100,1,45,0,14,1
6232,1100,1,82,1,0,2
6233,1225,1,62,1,0,1
6236,755,0,42,0,0,2
6237,1800,0,28,1,3,1
6238,1130,0,68,0,0,2
6240,820,1,44,0,0,2
6242,930,0,37,0,3,2
6243,1000,0,34,0,0,2
6244,1300,0,16,1,6,2
6245,1235,0,34,1,3,2
6249,1043,0,23,1,0,2
6252,1459,0,62,0,0,1
6253,1340,0,18,1,6,2
6254,1700,0,35,1,0,2
6255,1530,0,34,1,3,2
6257,1030,0,72,0,0,2
6259,900,0,31,0,3,2
6262,1705,0,39,0,0,2
6263,2104,0,53,0,0,2
6264,2115,0,24,1,0,2
6265,1410,0,54,1,0,2
6268,1905,0,28,1,0,1
6269,1835,0,49,1,3,1
6270,1625,0,38,1,0,2
6272,2300,0,19,1,2,2
6273,1952,0,53,0,0,2
6274,1952,0,21,1,0,2
6276,136,0,22,1,0,2
6278,1730,0,41,1,9,2
6284,1230,0,32,0,0,2
6286,1620,0,45,0,2,2
6287,1020,0,33,1,0,2
6288,1020,0,22,0,0,2
6289,1115,1,87,1,0,2
6291,1025,0,59,1,0,2
6292,1645,0,28,0,3,2
6294,2055,0,38,1,1,2
6295,2055,0,33,1,0,2
6298,2030,0,28,0,0,2
6299,1805,0,38,0,0,2
6300,1805,0,21,1,6,2
6301,608,0,24,1,5,3
6302,608,0,60,1,7,2
6303,1320,0,43,1,0,2
6307,815,1,41,1,3,2
6308,1700,0,40,1,0,2
6309,1700,0,39,1,2,1
6312,1715,0,21,1,6,1
6314,1443,0,18,0,0,2
6315,1443,0,42,1,0,2
6319,1205,0,53,1,8,1
6320,1945,0,27,0,0,2
6321,2213,1,16,1,6,2
6324,1110,0,77,0,0,2
6325,1350,0,65,1,0,2
6326,1350,0,67,1,0,2
6327,1752,1,40,0,0,1
6328,1950,1,18,1,0,2
6333,1605,1,22,1,0,2
6334,2259,1,29,0,0,1
6335,845,0,27,1,0,2
6336,1225,0,44,0,0,2
6338,1410,1,41,0,0,1
6339,1410,1,55,1,0,2
6341,1345,1,79,1,0,2
6342,1815,1,24,1,5,2
6343,320,1,46,1,10,2
6344,940,0,37,0,0,2
6347,1845,0,30,1,0,2
6348,2000,0,26,1,0,2
6352,658,0,19,0,0,2
6354,1120,0,25,1,0,2
6359,1127,0,18,0,0,2
6360,1515,0,21,1,0,2
6361,1515,0,20,0,0,2
6362,1621,0,48,1,0,2
6363,1825,0,42,1,0,2
6367,1120,0,22,0,0,2
6369,1520,0,27,0,0,2
6370,1130,0,48,1,3,1
6371,1523,0,17,1,0,2
6372,2125,0,21,0,0,2
6373,1720,0,26,0,0,2
6374,830,0,29,1,0,2
6375,830,0,26,1,1,2
6378,1255,0,32,1,0,2
6379,1255,0,23,1,8,1
6380,725,0,31,1,8,2
6381,900,0,18,1,6,2
6383,2045,0,20,1,0,2
6384,2045,0,28,1,0,2
6385,2240,0,23,0,0,2
6386,700,0,33,0,3,2
6387,918,0,22,0,0,1
6388,918,0,32,0,0,2
6389,859,0,27,1,0,2
6392,1815,0,56,1,0,2
6395,1545,0,60,1,0,2
6396,1245,0,29,1,6,2
6397,1245,0,71,1,0,2
6400,1645,0,32,1,8,1
6402,809,0,38,1,3,2
6404,1750,0,53,1,7,1
6405,1700,0,44,1,3,1
6406,1755,0,39,1,8,2
6407,1830,0,40,0,0,2
6413,1925,0,30,1,8,1
6417,2020,0,22,1,3,2
6418,815,0,18,1,0,2
6419,1125,0,21,0,0,2
6420,1125,0,64,0,0,2
6421,1015,0,41,0,3,2
6424,2105,0,35,1,0,2
6425,1000,0,40,1,3,1
6427,925,0,44,1,0,2
6430,1304,0,25,1,3,2
6431,2050,0,23,0,0,2
6432,2050,0,55,0,0,2
6433,1607,0,44,1,0,2
6434,940,0,32,0,0,2
6435,1355,0,20,1,0,2
6437,1500,0,20,1,3,2
6438,1730,1,39,0,0,2
6441,1650,1,27,1,7,2
6443,815,1,17,0,0,2
6444,845,0,16,1,2,2
6445,750,0,20,0,0,2
6446,1345,0,51,1,3,2
6448,2030,0,29,1,0,2
6449,2030,0,35,0,0,2
6451,1405,0,39,1,0,2
6453,1805,1,48,0,0,2
6456,1430,0,20,1,2,2
6457,1925,0,31,1,0,2
6459,1055,0,54,1,7,2
6460,1055,0,62,1,0,2
6461,1905,0,36,0,0,2
6463,1645,0,37,0,3,1
6464,235,0,20,1,6,1
6467,1248,0,25,0,0,2
6468,1600,0,17,1,3,2
6470,1530,0,52,1,3,2
6471,1638,0,43,1,0,2
6472,1638,0,62,1,0,2
6473,2044,0,40,1,0,2
6479,855,0,45,1,3,2
6480,1033,0,25,1,6,2
6481,715,0,42,1,0,2
6483,2015,0,32,1,0,2
6484,2015,0,20,1,0,2
6485,2015,0,31,1,0,2
6490,1925,0,36,1,0,2
6491,1730,0,32,1,3,2
6492,915,0,37,0,3,2
6493,1650,0,31,1,3,2
6494,1714,0,9,1,3,2
6495,2250,0,60,0,0,2
6496,2250,0,46,1,0,1
6498,1245,0,39,1,4,2
6499,1350,0,14,1,3,1
6500,1620,0,18,1,3,2
6501,1750,0,62,0,0,2
6502,1750,0,43,0,0,2
6503,2200,0,56,1,0,2
6504,1958,0,22,1,0,2
6505,1958,0,34,0,0,2
6507,2340,0,19,1,0,2
6508,1200,0,41,0,0,2
6515,558,0,39,1,0,2
6517,2333,0,56,1,0,2
6518,2333,0,36,1,0,2
6519,1030,0,22,0,0,2
6520,845,0,38,1,0,2
6521,810,0,50,1,8,2
6522,810,0,54,1,8,2
6523,1648,0,7,1,3,2
6524,1950,0,24,1,8,2
6525,1720,0,25,0,0,2
6527,1835,0,47,1,0,2
6534,1010,0,32,1,0,2
6535,1010,0,38,1,0,2
6536,1340,1,40,1,0,2
6538,2130,0,44,0,0,2
6539,2100,0,31,1,3,2
6541,742,0,21,1,5,1
6542,1034,0,42,1,9,2
6543,1034,0,26,1,0,2
6545,1730,0,28,1,3,2
6546,1745,0,22,1,0,2
6550,1820,0,18,0,0,2
6552,2220,0,39,1,0,2
6553,943,0,38,1,1,2
6554,1730,0,24,0,0,2
6555,805,0,32,1,0,2
6557,1610,0,45,1,0,2
6558,746,0,27,0,0,2
6559,1106,0,53,0,0,2
6562,1106,0,39,1,0,2
6563,1311,0,45,0,0,2
6564,1650,0,33,1,0,2
6565,1650,0,40,0,0,1
6568,1957,0,46,1,0,2
6570,2030,0,78,1,0,2
6573,948,0,25,1,0,2
6575,1637,0,32,1,6,1
6576,1655,0,35,0,0,2
6579,828,0,25,1,0,2
6580,828,0,41,0,0,2
6581,1425,0,34,1,0,2
6584,1030,0,28,1,0,2
6585,1030,0,30,1,6,3
6586,1000,0,25,0,0,2
6589,1530,0,29,0,0,2
6593,1050,0,44,0,0,2
6594,248,0,26,0,0,1
6596,1640,0,11,1,3,1
6597,1720,0,64,1,0,2
6598,1720,0,24,1,0,2
6599,1745,0,16,1,3,2
6603,1100,0,25,0,3,2
6604,830,0,33,1,0,2
6605,1805,0,44,1,8,1
6606,1455,0,13,1,3,1
6607,2135,0,24,1,0,2
6608,2135,0,47,1,1,2
6610,810,0,37,1,3,2
6611,1030,0,70,1,0,3
6612,1800,0,38,0,0,2
6613,1800,0,37,0,0,2
6614,1900,0,74,1,0,2
6616,1542,0,36,0,0,2
6619,1535,0,54,1,0,1
6620,1810,0,7,1,3,2
6621,1253,0,27,1,0,2
6623,1745,0,31,1,3,2
6624,2022,0,40,1,0,2
6625,950,0,53,1,0,2
6626,1048,0,24,0,0,2
6627,1048,0,40,0,0,2
6628,1048,0,48,0,0,2
6631,1715,0,32,1,0,2
6634,1110,0,48,1,0,2
6635,1110,0,36,0,0,2
