Latitude,Longitude
53.7505809942,-1.5258526216
53.8159748133,-1.5653189747
53.8114752809,-1.5373914329
53.7769692415,-1.3798508301
53.8038154213,-1.5185867646
53.7749121529,-1.5397962614
53.7749121529,-1.5397962614
53.8130889356,-1.6265082626
53.7918245348,-1.5780614168
53.8063653098,-1.5503244926
53.8448431916,-1.5157302338
53.8013360933,-1.5636027699
53.8046823147,-1.5425984784
53.8046823147,-1.5425984784
53.8136702056,-1.5173196467
53.8136702056,-1.5173196467
53.7987553281,-1.5276781042
53.808843737,-1.5041178014
53.808843737,-1.5041178014
53.8753340793,-1.5997324061
53.8753340793,-1.5997324061
53.8753340793,-1.5997324061
53.7996311485,-1.544991523
53.8206006275,-1.4892446533
53.7900415703,-1.6686372496
53.8214033167,-1.577840451
53.8005243353,-1.5411557843
53.8221758064,-1.4149276531
53.8221758064,-1.4149276531
53.8221758064,-1.4149276531
53.8221758064,-1.4149276531
53.7892060259,-1.3385204706
53.7892060259,-1.3385204706
53.867879605,-1.5933404739
53.8652519873,-1.5262759414
53.7743029773,-1.6227859755
53.828620066,-1.5157805259
53.8205374517,-1.5769833158
53.8804582796,-1.7867266153
53.9054247545,-1.6943314157
53.8831947181,-1.6122839472
53.760455128,-1.5907227706
53.7294199687,-1.5629226272
53.8032250178,-1.613856684
53.8089731997,-1.5318761128
53.7460928533,-1.5678597135
53.8212483228,-1.4957534464
53.8089293988,-1.4674731809
53.7571777066,-1.5234426171
53.7967129563,-1.5553616639
53.7967129563,-1.5553616639
53.7967129563,-1.5553616639
53.8283101936,-1.5469143318
53.8110097148,-1.5106528843
53.8007582327,-1.5435673171
53.798532363,-1.5101756073
53.798532363,-1.5101756073
53.798532363,-1.5101756073
53.798532363,-1.5101756073
53.775424602,-1.5764353103
53.8598965654,-1.3465747537
53.7700601486,-1.5496806523
53.8104996508,-1.585224241
53.8972278572,-1.6514161185
53.7980411171,-1.5198370549
53.7980411171,-1.5198370549
53.7917835033,-1.6252705292
53.7750790136,-1.5829786224
53.7750790136,-1.5829786224
53.7433110128,-1.5083462409
53.7433110128,-1.5083462409
53.8432942478,-1.7025652442
53.8432942478,-1.7025652442
53.8432942478,-1.7025652442
53.8432942478,-1.7025652442
53.795428006,-1.5295220075
53.795428006,-1.5295220075
53.8178528034,-1.5158742122
53.9215233266,-1.3458567986
53.9215233266,-1.3458567986
53.7984881929,-1.4783695484
53.7984881929,-1.4783695484
53.8227831878,-1.4561626541
53.7969527459,-1.540283855
53.7278821088,-1.4571298065
53.7278821088,-1.4571298065
53.8189076431,-1.6515798743
53.8082053896,-1.6849856394
53.8077470096,-1.5520712266
53.7964173268,-1.5342930704
53.8036556513,-1.5327400636
53.8036556513,-1.5327400636
53.8036556513,-1.5327400636
53.7496600434,-1.635168487
53.7496600434,-1.635168487
53.7496600434,-1.635168487
53.8101603197,-1.5557054156
53.776226176,-1.5449714263
53.7377082109,-1.6129713523
53.8464748808,-1.5191768933
53.7486833976,-1.6391499329
53.8120165379,-1.6142467371
53.8120165379,-1.6142467371
53.8120165379,-1.6142467371
53.8120165379,-1.6142467371
53.8120165379,-1.6142467371
53.824068595,-1.4641822702
53.7525423367,-1.5240713446
53.7978326265,-1.5353704941
53.8303398252,-1.5862894561
53.7753081312,-1.5148311199
53.7367626734,-1.5226880577
53.8249795823,-1.3386713241
53.8249795823,-1.3386713241
53.8249795823,-1.3386713241
53.8249795823,-1.3386713241
53.7973066043,-1.5295465388
53.8229333547,-1.5323282421
53.8229333547,-1.5323282421
53.7748718206,-1.5828441129
53.7133450413,-1.5401953705
53.8396380524,-1.542962485
53.7704220476,-1.5503140042
53.8105458479,-1.618102394
53.8413281415,-1.5337039503
53.7331451922,-1.5494687014
53.7331304427,-1.5479378466
53.7331304427,-1.5479378466
53.8006180391,-1.5421568315
53.7510641931,-1.516308391
53.8010480435,-1.5233251882
53.8010480435,-1.5233251882
53.8010480435,-1.5233251882
53.8010480435,-1.5233251882
53.8118431893,-1.5122681853
53.7939890581,-1.5576523459
53.9370171514,-1.3760186176
53.9370171514,-1.3760186176
53.7977828136,-1.6180816407
53.8108359136,-1.6576454313
53.8105078726,-1.5696884477
53.7996738124,-1.5515499133
53.7496235617,-1.4792173759
53.7568009692,-1.5124507459
53.8036194051,-1.5326645466
53.8266808651,-1.4515241074
53.8271035752,-1.453554385
53.8071574596,-1.5778771978
53.7325413585,-1.5838390566
53.8091929823,-1.6251761365
53.787044099,-1.6574443794
53.8142800517,-1.5445747752
53.8174656011,-1.5156964048
53.8063910275,-1.3701995454
53.8063910275,-1.3701995454
53.8063910275,-1.3701995454
53.8063910275,-1.3701995454
53.8063910275,-1.3701995454
53.8063910275,-1.3701995454
53.8276243883,-1.5052482978
53.8276243883,-1.5052482978
53.8515360121,-1.5922979117
53.8515360121,-1.5922979117
53.8045312598,-1.5430556501
53.8045312598,-1.5430556501
53.744786614,-1.6007155435
53.826297627,-1.6224713077
53.7311693718,-1.5427597355
53.8054618151,-1.4760508871
53.8453621916,-1.3431532051
53.8453621916,-1.3431532051
53.8055945287,-1.3489527436
53.8055945287,-1.3489527436
53.932163876,-1.3971855095
53.7283396136,-1.5800306977
53.7956543878,-1.5392201885
53.7956543878,-1.5392201885
53.7806238788,-1.4223497952
53.7806238788,-1.4223497952
53.7806238788,-1.4223497952
53.7806238788,-1.4223497952
53.807344618,-1.5360550202
53.7965444007,-1.4989037783
53.8272432912,-1.4526562066
53.7497507135,-1.5071792494
53.808012469,-1.5807690485
53.808012469,-1.5807690485
53.808012469,-1.5807690485
53.808012469,-1.5807690485
53.7538311602,-1.3845897218
53.8040047039,-1.5683428777
53.8073104951,-1.4493168248
53.8073104951,-1.4493168248
53.8074687479,-1.4524733175
53.8144902308,-1.5575125718
53.8476575731,-1.4077325531
53.7961896134,-1.5499930279
53.7480411841,-1.6289804835
53.8120965293,-1.6282028325
53.8266173277,-1.4513882059
53.760426693,-1.4353835459
53.760426693,-1.4353835459
53.7951902759,-1.5641523203
53.7951902759,-1.5641523203
53.7852156097,-1.559793514
53.7708236037,-1.57924292
53.8078255314,-1.5280014074
53.8078255314,-1.5280014074
53.8078255314,-1.5280014074
53.8177552174,-1.5184271023
53.8164896957,-1.4459309887
53.8164896957,-1.4459309887
53.8326554769,-1.4751039455
53.8326554769,-1.4751039455
53.8326554769,-1.4751039455
53.7819836908,-1.5887226626
53.8476578029,-1.5507639246
53.7847926811,-1.5475803316
53.7847926811,-1.5475803316
53.7716617027,-1.3720696492
53.8005151201,-1.5603014333
53.7896053121,-1.5706915598
53.770119459,-1.5835132441
53.8114683982,-1.5426309528
53.7574065027,-1.5267464986
53.8013336759,-1.6326707065
53.7503906841,-1.4477712419
53.8288250888,-1.6854843887
53.7797869228,-1.5244917244
53.8098894964,-1.5048799645
53.8298172132,-1.5252170489
53.8298172132,-1.5252170489
53.7971125926,-1.5589251146
53.7969346125,-1.5569685633
53.8086915593,-1.5130488537
53.8086915593,-1.5130488537
53.8352502581,-1.6031535342
53.7442444255,-1.6052694322
53.7442444255,-1.6052694322
53.7242846126,-1.4314422006
53.7242846126,-1.4314422006
53.7242846126,-1.4314422006
53.7242846126,-1.4314422006
53.849572016,-1.6538183516
53.849572016,-1.6538183516
53.8102710634,-1.5282017461
53.8102710634,-1.5282017461
53.8102710634,-1.5282017461
53.9380037576,-1.3860880371
53.8140454196,-1.6134991115
53.8140454196,-1.6134991115
53.7280653603,-1.4906996869
53.7280653603,-1.4906996869
53.7280653603,-1.4906996869
53.7280653603,-1.4906996869
53.7280653603,-1.4906996869
53.7497713512,-1.6363048593
53.7917215435,-1.5355746081
53.8103503415,-1.5209873161
53.7977155975,-1.5470769737
53.7795366965,-1.5529178213
53.7795366965,-1.5529178213
53.804893766,-1.6185333328
53.7478870298,-1.6285420903
53.8362992305,-1.6189927754
53.8270870056,-1.4699017281
53.8270870056,-1.4699017281
53.8088500092,-1.5256816555
53.8399604243,-1.6374087833
53.76872562,-1.5162572288
53.7829258297,-1.3776231378
53.8049191961,-1.3827336647
53.830346942,-1.6044001444
53.8483250076,-1.5301758063
53.8225111758,-1.5098657474
53.7650921362,-1.5826527634
53.7650921362,-1.5826527634
53.752713482,-1.4685177333
53.8105500423,-1.4501552047
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7726216543,-1.5871299493
53.7986153756,-1.5355743969
53.7763934596,-1.5733755658
53.8202014455,-1.5561157261
53.8040217259,-1.6937629708
53.8040217259,-1.6937629708
53.8310565691,-1.6042719117
53.8310565691,-1.6042719117
53.7751640885,-1.5493377538
53.8028123929,-1.5240036374
53.821810307,-1.607731271
53.821810307,-1.607731271
53.8021220302,-1.5244365878
53.8187933869,-1.517321565
53.8020988731,-1.6450232723
53.8020988731,-1.6450232723
53.8000911388,-1.557436341
53.7987963941,-1.5382292861
53.8061512927,-1.3690490768
53.7990554141,-1.4161451401
53.8131188877,-1.4904898145
53.8257864543,-1.6199844245
53.8257864543,-1.6199844245
53.8288661769,-1.5394941103
53.8215852277,-1.4696521384
53.8352461578,-1.5391050597
53.8270408389,-1.56087466
53.7997770251,-1.5551318973
53.7997770251,-1.5551318973
53.7997770251,-1.5551318973
53.7405255697,-1.5107590472
53.7405255697,-1.5107590472
53.7405255697,-1.5107590472
53.7405255697,-1.5107590472
53.8075152071,-1.5360075817
53.7310022942,-1.5730164518
53.7310022942,-1.5730164518
53.8215852277,-1.4696521384
53.8215852277,-1.4696521384
53.745940225,-1.5679067681
53.745940225,-1.5679067681
53.7450167764,-1.5685530741
53.7450167764,-1.5685530741
53.7403498894,-1.6327171652
53.7403498894,-1.6327171652
53.7403498894,-1.6327171652
53.8472714025,-1.6356888877
53.8472714025,-1.6356888877
53.8074860272,-1.5519828949
53.8074860272,-1.5519828949
53.826365595,-1.5655001361
53.810578333,-1.526345547
53.7687560569,-1.5148914539
53.9077581453,-1.6758657868
53.9077581453,-1.6758657868
53.8022471757,-1.6751762441
53.8022471757,-1.6751762441
53.8200581701,-1.5144665237
53.8200581701,-1.5144665237
53.8200581701,-1.5144665237
53.8200581701,-1.5144665237
53.8167578041,-1.4776567767
53.817771486,-1.5157688253
53.817771486,-1.5157688253
53.8146858078,-1.5618238895
53.7966139952,-1.6629683831
53.8064199065,-1.5828652642
53.8181364173,-1.5740911583
53.8361632935,-1.6243428878
53.8069201979,-1.5128719626
53.8069201979,-1.5128719626
53.7696019469,-1.5951246756
53.8364192803,-1.6006199895
53.8364192803,-1.6006199895
53.7923551893,-1.6603156681
53.8176913328,-1.5159520176
53.8176913328,-1.5159520176
53.8176913328,-1.5159520176
53.8176913328,-1.5159520176
53.8176913328,-1.5159520176
53.8176913328,-1.5159520176
53.7821881555,-1.5505069887
53.8443476097,-1.614664134
53.7898992582,-1.7072383732
53.7898992582,-1.7072383732
53.7898992582,-1.7072383732
53.8663441548,-1.4673224654
53.8522308477,-1.5178492305
53.7509127468,-1.6333226894
53.7946899274,-1.5338567732
53.7946899274,-1.5338567732
53.7946899274,-1.5338567732
53.7914349105,-1.5771697318
53.8595117114,-1.6151178811
53.791271171,-1.5447024584
53.8009476826,-1.4061283947
53.8460292231,-1.6011669585
53.8460292231,-1.6011669585
53.7602325633,-1.4027286048
53.8469033042,-1.529766127
53.7438968992,-1.6229671795
53.7994668674,-1.5490925628
53.8105487983,-1.5348806749
53.8084166613,-1.4533873026
53.7984792714,-1.4783848412
53.8427020029,-1.5333695336
53.7377321376,-1.6120312029
53.7771668103,-1.5585726953
53.8344634714,-1.6182952575
53.7639699279,-1.6097416493
53.8180881645,-1.5140639857
53.7376962843,-1.6120618531
53.7753897414,-1.4523596209
53.8315564465,-1.3431412264
53.8040046493,-1.5683276941
53.8040046493,-1.5683276941
53.7960214652,-1.6210124157
53.7989165391,-1.5807534411
53.8340150575,-1.5185597908
53.7949720054,-1.5464841016
53.7297242432,-1.511354267
53.8630610282,-1.696327825
53.7836621667,-1.543358173
53.8148679372,-1.5600146177
53.8147567108,-1.5615497669
53.8175675384,-1.5076146722
53.7985285517,-1.536364826
53.7924511613,-1.606411172
53.854759269,-1.5912936491
53.7988479025,-1.5842763976
53.7730786939,-1.5305456403
53.7451498466,-1.5680665005
53.7617799512,-1.490716768
53.8116814456,-1.6276749644
53.7940935308,-1.5665773834
53.7769816693,-1.3081663389
53.7769816693,-1.3081663389
53.769706439,-1.5165342223
53.7635849321,-1.6102003008
53.7635849321,-1.6102003008
53.8022089564,-1.5374781921
53.7957393138,-1.5449880801
53.7919295082,-1.5500537786
53.7300510579,-1.6022040947
53.7300510579,-1.6022040947
53.7486995014,-1.6385280672
53.7644378087,-1.5963120575
53.811700739,-1.5765558845
53.7837250748,-1.5986615876
53.8046311982,-1.5069917719
53.7995478706,-1.5491220593
53.7491909773,-1.4586598319
53.850232655,-1.6814326722
53.850232655,-1.6814326722
53.7303163462,-1.3930726996
53.7899721095,-1.5652233728
53.7899721095,-1.5652233728
53.8107110951,-1.5563829879
53.7979418655,-1.476751856
53.7259309063,-1.5157025205
53.8196359516,-1.5762177136
53.8302770163,-1.5863204617
53.8425168865,-1.5580835792
53.8425168865,-1.5580835792
53.7484031981,-1.5413444554
53.8023836184,-1.5455538987
53.7630183329,-1.4923704185
53.7630183329,-1.4923704185
53.7630183329,-1.4923704185
53.7663854381,-1.5573052075
53.7663854381,-1.5573052075
53.7305408909,-1.5110416496
53.8143611714,-1.5329400099
53.8049138938,-1.5036175096
53.8049138938,-1.5036175096
53.8155000064,-1.5010168054
53.8155000064,-1.5010168054
53.8155000064,-1.5010168054
53.8155000064,-1.5010168054
53.8155000064,-1.5010168054
53.8103711996,-1.4996653479
53.9050110509,-1.6942278889
53.9050110509,-1.6942278889
53.8059326174,-1.6230337789
53.7937071043,-1.6056859461
53.7937071043,-1.6056859461
53.7568433731,-1.473576944
53.7620968861,-1.5718214749
53.7967643538,-1.5403770029
53.7883570829,-1.5635248987
53.7550925775,-1.6134031591
53.8168779252,-1.5895204664
53.8086680474,-1.585788997
53.8492630125,-1.399805602
53.7946919174,-1.5095523778
53.7466400389,-1.6322226131
53.8426490222,-1.5336132917
53.8685386107,-1.5759824057
53.8150383217,-1.4528303542
53.8150383217,-1.4528303542
53.7319627151,-1.5828594915
53.7484571468,-1.6356641489
53.8080751177,-1.5806924962
53.8719456657,-1.7090843832
53.907906986,-1.7208446756
53.907906986,-1.7208446756
53.7978536933,-1.4669302493
53.7978536933,-1.4669302493
53.809103283,-1.4561422265
53.7987482422,-1.5397328525
53.7461395633,-1.5512100252
53.7461395633,-1.5512100252
53.8310812578,-1.5875736328
53.8247475857,-1.5780499183
53.7978572556,-1.6737830504
53.8190335847,-1.5864767029
53.8190335847,-1.5864767029
53.8464954423,-1.5499859898
53.8464954423,-1.5499859898
53.799444907,-1.506946295
53.802380044,-1.5714569862
53.7705588876,-1.536672894
53.8090044218,-1.6223684342
53.8008980238,-1.619769025
53.8142429679,-1.5761657697
53.8325043286,-1.591069562
53.8325043286,-1.591069562
53.8325043286,-1.591069562
53.8150690919,-1.6607548825
53.8150690919,-1.6607548825
53.8372206036,-1.4728738377
53.7672648319,-1.2926543625
53.7417096228,-1.6079616108
53.7296890333,-1.5115365629
53.8334143441,-1.4382318978
53.8334143441,-1.4382318978
53.7750856048,-1.5874851253
53.7821968589,-1.5504310146
53.7821968589,-1.5504310146
53.7821968589,-1.5504310146
53.7821968589,-1.5504310146
53.7334145259,-1.5238022309
53.7334145259,-1.5238022309
53.7334145259,-1.5238022309
53.7334145259,-1.5238022309
53.8051455406,-1.5706695783
53.7985456809,-1.6824770268
53.913853782,-1.6972690128
53.9151842998,-1.6973964167
53.9151842998,-1.6973964167
53.820261586,-1.4983627773
53.8123876731,-1.5047594167
53.7701954026,-1.5594802433
53.7882199536,-1.5227875093
53.8285155534,-1.6050554906
53.8112944565,-1.5837432892
53.8112944565,-1.5837432892
53.789094995,-1.4176646616
53.8534586696,-1.6778205424
53.8136990976,-1.5825500355
53.8651803868,-1.5263527811
53.8002507795,-1.5448481745
53.743927788,-1.5938854392
53.7751509156,-1.5829779102
53.7627479258,-1.5138836517
53.7627479258,-1.5138836517
53.7627479258,-1.5138836517
53.8062212762,-1.5749255453
53.8349838924,-1.6504740608
53.8296319556,-1.5261003583
53.8614278955,-1.5252091586
53.8614278955,-1.5252091586
53.8614278955,-1.5252091586
53.8614278955,-1.5252091586
53.805025597,-1.4770129472
53.7905002367,-1.5405213373
53.807800374,-1.5869971945
53.807800374,-1.5869971945
53.8083804764,-1.5413130203
53.8157557611,-1.6620251568
53.8236672151,-1.580096385
53.8236672151,-1.580096385
53.8134294692,-1.5337249252
53.8294646262,-1.5527664941
53.8294646262,-1.5527664941
53.8294646262,-1.5527664941
53.7945828021,-1.5651757199
53.7823380339,-1.5286667291
53.7823380339,-1.5286667291
53.7955803058,-1.5409971833
53.8591283374,-1.6908524402
53.8026400229,-1.6366373872
53.8026400229,-1.6366373872
53.8026400229,-1.6366373872
53.7873430888,-1.5894595402
53.7962203206,-1.663609148
53.8059496003,-1.5743512701
53.8226849614,-1.4179739421
53.7375524789,-1.6120631765
53.7414603401,-1.6086916814
53.8018780955,-1.5309681813
53.8018780955,-1.5309681813
53.8018780955,-1.5309681813
53.8018780955,-1.5309681813
53.804491322,-1.5762640626
53.8007010769,-1.5380261777
53.8007010769,-1.5380261777
53.8087041777,-1.6072309364
53.8087041777,-1.6072309364
53.7969537436,-1.3806037005
53.8002172463,-1.5575109276
53.7862090055,-1.5325240315
53.7862090055,-1.5325240315
53.7601228644,-1.5182065742
53.7333431414,-1.5766611265
53.8756593985,-1.7098039198
53.8137419233,-1.5172732603
53.7788761257,-1.4104309706
53.8305727564,-1.6330532574
53.8171948695,-1.5154261246
53.8171948695,-1.5154261246
53.8354348362,-1.4553910158
53.7827391939,-1.5585142473
53.7827391939,-1.5585142473
53.7827391939,-1.5585142473
53.7827391939,-1.5585142473
53.7957237544,-1.5456258547
53.7957237544,-1.5456258547
53.7957237544,-1.5456258547
53.7777524835,-1.5841357547
53.7970673501,-1.5971831405
53.7970673501,-1.5971831405
53.8235371747,-1.4599203164
53.7641663579,-1.5624710664
53.784777409,-1.5506918112
53.784777409,-1.5506918112
53.784777409,-1.5506918112
53.8104674736,-1.5561273894
53.8104674736,-1.5561273894
53.8494104472,-1.6211386745
53.8296809936,-1.5070320917
53.8296809936,-1.5070320917
53.8296809936,-1.5070320917
53.8079596292,-1.5278176755
53.8079596292,-1.5278176755
53.7315921312,-1.5900783482
53.7268071485,-1.5514915763
53.883448661,-1.7660220652
53.8080839276,-1.6240471085
53.7485228523,-1.6025756484
53.7964599814,-1.5360232749
53.7964599814,-1.5360232749
53.7964599814,-1.5360232749
53.7964599814,-1.5360232749
53.7964599814,-1.5360232749
53.7964599814,-1.5360232749
53.8087212822,-1.5702534213
53.8008892284,-1.6198298362
53.7961425673,-1.5494318249
53.7961425673,-1.5494318249
53.7495896616,-1.635669522
53.7386937603,-1.5407527281
53.7945181561,-1.5312931426
53.7800263527,-1.5713355872
53.7285281905,-1.4568941336
53.8047772529,-1.6102437441
53.8212055078,-1.6631054161
53.7472593768,-1.5478317743
53.7762246876,-1.573938716
53.7762246876,-1.573938716
53.8327188886,-1.5386769555
53.8734281892,-1.350744225
53.8228002407,-1.4907825815
53.7486581763,-1.5170032346
53.7672718013,-1.5145899666
53.7672718013,-1.5145899666
53.7672718013,-1.5145899666
53.7672718013,-1.5145899666
53.804974254,-1.548486867
53.804974254,-1.548486867
53.804974254,-1.548486867
53.8150296661,-1.5624582039
53.8562393255,-1.6858871573
53.9070327329,-1.6940000378
53.7278340684,-1.5545119801
53.8266493443,-1.5821327307
53.8088002658,-1.5525155799
53.8067688871,-1.5132381585
53.7364307609,-1.6016436299
53.768098381,-1.5538585233
53.8150202547,-1.5501863426
53.7971638798,-1.5859326542
53.8304176875,-1.6323101256
53.782326301,-1.636372668
53.8146672537,-1.5194041363
53.7860584252,-1.5171963017
53.8057686497,-1.5494046052
53.7641391734,-1.56241067
53.8093730056,-1.5353037064
53.8093730056,-1.5353037064
53.8093730056,-1.5353037064
53.7960123816,-1.6209821353
53.847013273,-1.6306296594
53.7449389852,-1.4525886666
53.771364358,-1.5796623401
53.771364358,-1.5796623401
53.7965365777,-1.5395748778
53.873601809,-1.7063656611
53.873601809,-1.7063656611
53.873601809,-1.7063656611
53.8144903428,-1.5575429464
53.8614910844,-1.6669178436
53.8614910844,-1.6669178436
53.9298723077,-1.391903298
53.8196750957,-1.4585421117
53.8196750957,-1.4585421117
53.8196750957,-1.4585421117
53.7705892302,-1.579048026
53.8663228043,-1.6960000917
53.8663228043,-1.6960000917
53.8663228043,-1.6960000917
53.8663228043,-1.6960000917
53.7793491516,-1.3134843233
53.7793491516,-1.3134843233
53.7793491516,-1.3134843233
53.7793491516,-1.3134843233
53.7793491516,-1.3134843233
53.7927184696,-1.5353814416
53.7927184696,-1.5353814416
53.800366138,-1.5397455115
53.7961532882,-1.5475036906
53.8407319903,-1.594803986
53.7897972658,-1.661611344
53.8127818974,-1.5672048358
53.836264629,-1.6194185693
53.8007367104,-1.5619085043
53.8032205962,-1.5295107443
53.8562773731,-1.5007297352
53.8275601787,-1.3933093943
53.8514557418,-1.554523595
53.7499439124,-1.6339377014
53.7918075465,-1.5510873016
53.7918075465,-1.5510873016
53.8000019887,-1.6502334142
53.8086822367,-1.5521979347
53.8116156872,-1.5227497602
53.7961721817,-1.5313506177
53.7961721817,-1.5313506177
53.7961721817,-1.5313506177
53.747089966,-1.6014367331
53.747089966,-1.6014367331
53.781058691,-1.561035883
53.8155145058,-1.656194831
53.8155145058,-1.656194831
53.8155145058,-1.656194831
53.9044059286,-1.6930755536
53.807866413,-1.6234720063
53.9294307299,-1.3898993938
53.8086102334,-1.4524736363
53.7783203035,-1.5286510236
53.7843713929,-1.5407855627
53.7417143171,-1.5527884719
53.8407316826,-1.5947128048
53.8298804665,-1.6185647962
53.8076022527,-1.4909666804
53.8465803336,-1.4945220602
53.7988237949,-1.5360123801
53.8064800421,-1.4427070172
53.8064800421,-1.4427070172
53.7683595707,-1.5168682843
53.7683595707,-1.5168682843
53.7683595707,-1.5168682843
53.7295981789,-1.5135080634
53.8107789337,-1.5726014863
53.8174458405,-1.4913638863
53.7996333959,-1.4813007599
53.8695976578,-1.5781007964
53.8695976578,-1.5781007964
53.8695976578,-1.5781007964
53.8695976578,-1.5781007964
53.8695976578,-1.5781007964
53.7364935449,-1.5116547931
53.8016997507,-1.5453487232
53.792415509,-1.6065025847
53.7960846192,-1.6210877527
53.803344694,-1.6378308196
53.7303164997,-1.3931030126
53.7705385551,-1.5337449178
53.8580406298,-1.5300822466
53.8580406298,-1.5300822466
53.795352654,-1.5332421899
53.7523441511,-1.6002799568
53.7643454737,-1.4853156234
53.831128228,-1.6354186468
53.8070941184,-1.5777563522
53.8426221185,-1.5336287886
53.7695484298,-1.5952465632
53.7437793506,-1.5693693471
53.7958713429,-1.55140828
53.7445366554,-1.623476985
53.7445366554,-1.623476985
53.7445366554,-1.623476985
53.7445366554,-1.623476985
53.7445366554,-1.623476985
53.7445366554,-1.623476985
53.7251738137,-1.584624076
53.8868590913,-1.6227325511
53.8754621742,-1.6683279112
53.8303038222,-1.5862746171
53.8158872387,-1.6022731735
53.8485428933,-1.5376822741
53.7990592299,-1.541141404
53.7547180857,-1.5152502924
53.8043427655,-1.6927736645
53.8147687105,-1.4770284119
53.8002668274,-1.5490991688
53.7827353388,-1.5291327483
53.7827353388,-1.5291327483
53.8456390355,-1.6338639581
53.7613737107,-1.3507743222
53.819051559,-1.5144781535
53.74016146,-1.5118397114
53.8105171839,-1.460740632
53.8105171839,-1.460740632
53.8105171839,-1.460740632
53.772642452,-1.4130976742
53.8108083345,-1.5392515321
53.796659699,-1.5342144795
53.796659699,-1.5342144795
53.8427569364,-1.7033593465
53.7910680405,-1.5202505952
53.8341147772,-1.5968583569
53.8386855908,-1.5851130948
53.8374303986,-1.5074578023
53.7557104388,-1.3539708222
53.8128791125,-1.5172831688
53.822326411,-1.5265321391
53.7964952275,-1.5358407094
53.8759672251,-1.5850181748
53.794918196,-1.5684513055
53.8167172599,-1.576900254
53.8167172599,-1.576900254
53.8167172599,-1.576900254
53.8167172599,-1.576900254
53.8239875716,-1.4641529207
53.8239875716,-1.4641529207
53.7968632484,-1.3735607523
53.8801559024,-1.4707674022
53.8063391062,-1.5340313328
53.7957481863,-1.5449576219
53.7986944909,-1.5397789873
53.7855176824,-1.6220328342
53.7914395494,-1.6607177266
53.8061209351,-1.5498715604
53.7824011264,-1.5287115514
53.7162744008,-1.5353297997
53.7909986248,-1.5757927932
53.7909986248,-1.5757927932
53.8644558947,-1.6865099287
53.8644558947,-1.6865099287
53.8086108453,-1.5523353669
53.8053505168,-1.4877444339
53.8138601498,-1.3433722815
53.8138601498,-1.3433722815
53.8123949743,-1.4978643621
53.7383752505,-1.6025651997
53.7468611419,-1.5921891913
53.7460056239,-1.630514716
53.902925159,-1.6904381419
53.8010180895,-1.5203192877
53.7315757666,-1.5879260775
53.7315757666,-1.5879260775
53.8009443538,-1.5548310726
53.8009443538,-1.5548310726
53.8009443538,-1.5548310726
53.9070668707,-1.3551242369
53.9429035665,-1.3707205686
53.7811498812,-1.5445084451
53.7289868927,-1.4589495919
53.7994719589,-1.5456764558
53.8014551924,-1.5217415216
53.7637471673,-1.4925588373
53.7963536104,-1.5505833451
53.8224710327,-1.4566983735
53.807164865,-1.5360570037
53.7910789128,-1.5437785941
53.7490658767,-1.6348551821
53.7490658767,-1.6348551821
53.7490658767,-1.6348551821
53.8060758329,-1.5356742142
53.8060758329,-1.5356742142
53.8060758329,-1.5356742142
53.7317325842,-1.5167727331
53.807119703,-1.4708368638
53.8123769992,-1.4978645768
53.8123769992,-1.4978645768
53.7975546626,-1.5593759315
53.8496432176,-1.3436486374
53.8496432176,-1.3436486374
53.8218015178,-1.607792115
53.7912905697,-1.57194944
53.7912905697,-1.57194944
53.8094589977,-1.6071783273
53.8133015914,-1.5172935046
53.8459362566,-1.4888756755
53.8459362566,-1.4888756755
53.8459362566,-1.4888756755
53.8383918069,-1.505197436
53.7729830126,-1.4128956767
53.7972852896,-1.5402802203
53.8325875754,-1.6547788093
53.8325875754,-1.6547788093
53.8325875754,-1.6547788093
53.8325875754,-1.6547788093
53.8151843843,-1.601733052
53.8173511701,-1.5992367335
53.853987056,-1.591513998
53.8171985882,-1.534533688
53.8171985882,-1.534533688
53.799882573,-1.5449280725
53.806652578,-1.5748908151
53.8098140512,-1.5062020542
53.8114469789,-1.484146801
53.8523949081,-1.3881467027
53.7958963654,-1.5437415256
53.798491062,-1.5622810834
53.8000015157,-1.5337675366
53.7316897743,-1.5106493742
53.7959269008,-1.470233816
53.8019155697,-1.5453767566
53.7982388338,-1.5358214671
53.7955849155,-1.5328752671
53.7620817252,-1.527103525
53.8148865805,-1.5601966788
53.8379136611,-1.5932963466
53.7990194292,-1.5819062681
53.8180249764,-1.5162215801
53.815741416,-1.5138481045
53.8007519084,-1.5257122652
53.8007519084,-1.5257122652
53.8007519084,-1.5257122652
53.7969473739,-1.3244618949
53.8246400041,-1.6018105476
53.8127753739,-1.4985584335
53.8068311898,-1.4428390291
53.7986300331,-1.3693896691
53.8242981699,-1.5319788398
53.7996345679,-1.5506697461
53.7996345679,-1.5506697461
53.8020630118,-1.6450539416
53.8075870496,-1.5359916035
53.7590519409,-1.5930570851
53.724473914,-1.562216117
53.7997095728,-1.5396312365
53.7970876191,-1.5402975624
53.7880385393,-1.5455115347
53.8094806221,-1.5352417726
53.7285372468,-1.4569091739
53.7285372468,-1.4569091739
